disease,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
hepatocellular carcinoma,0.02286769,1.1945487,-2.0127475,1.896112,-1.1815687,1.5570416,0.16517574,-1.2219527,-1.222061,-0.98315984,0.37617323,-0.90725005,-3.8920045,1.6160264,-1.5770122,0.58197165,1.7372123,1.5364462,-1.8579775,-2.095603,-1.1317928,-0.008758761,-1.4897891,-2.4441135,2.1696417,-1.1039194,-2.7685037,0.74523765,0.21431276,2.1761074,-2.5698295,-0.30717233,2.2091935,0.9465816,0.753089,0.41116703,-2.229132,0.76389414,1.8314763,-1.4205118,-2.445,2.0203867,-1.9436114,1.2660518,3.3604753,2.330382,2.0104296,1.9704396,-0.770646,-1.1509131,2.4457397,0.7017394,1.4796219,1.6959401,-2.8165329,-1.5632534,-2.3193848,-2.150908,1.4356111,1.3668613,1.631031,2.304623,-3.2390418,0.054781456,-0.56147397,-2.1691422,1.9148167,1.6087924,1.6446344,-0.35927576,-1.167505,-1.4399108,-2.3492255,-1.568261,-2.1674032,-1.9901866,-0.3040355,1.9577563,-1.6754714,1.5622925,-1.4286869,-1.4759302,1.7908934,-0.917185,1.3736559,-1.1253091,-1.9407839,1.6288804,0.9759304,-1.3275335,1.7879872,3.2460976,-2.021357,-1.4603343,-0.83126986,-1.4375104,0.24136919,-1.2924703,-1.9520619,-2.0518696,1.0353267,-0.936572,-0.49084124,-0.9091017,0.19462398,0.7815557,1.592087,0.9157254,1.3091218,-0.7680254,1.5983933,-0.9734924,-1.3185842,1.1383069,0.61555046,2.3421497,-0.35684934,1.9735354,-0.7238064,-1.194395,1.5072184,-1.5499316,-0.90390736,1.5518295,-1.2467713,0.51228875,-2.9234695,-2.2214942,0.3506522,1.2863799,-2.4201806,0.9846508,-1.0571494,0.21680716,1.0252639,1.1253101,-1.4711219,2.1331387,1.0623683,-2.0687253,-1.682433,-1.722172,-1.9819778,1.5822917,-0.5998397,0.08331564,-1.670762,-1.5061992,2.709742,2.2541125,1.9209288,2.2153926,-1.6340891,-1.5651965,0.5065946,-0.8537395,-2.1785524,-2.6035132,-2.4923282,0.5302485,-1.7912531,1.316104,0.068781815,1.9395107,1.8404918,1.0395464,1.6939831,1.1943581,3.7125068,-2.6116168,-0.9475895,-0.6028308,1.0517449,-0.16025548,0.41318554,-2.1369946,0.20191625,-1.9931736,-2.491588,-0.1514173,2.166116,-1.3512238,-0.88262075,2.2654066,1.0618577,-1.5777088,0.2034574,1.4240767,2.8122206,-0.6684441,1.3989692,1.8426088,-1.7859694,2.1783516,0.46360478,-1.1542896,0.011404553,2.3987067,0.5119782,1.4580905,0.7908387,1.2472464,-1.0350808,-0.55701935,0.4193441,1.6771771,-0.22341272,-1.8491437,-1.7858691,1.6260532,-1.8149807,-1.7466784,0.3524897,0.83461195,0.5666108,0.19820702,0.68334633,-1.2871807,1.5897456,1.1697593,0.2876828,1.4995831,1.8040036,-3.1571646,2.1947825,-1.4167131,-2.0016065,-0.62210894,0.74635655,-2.3570795,-2.4437947,-1.9768736,-1.3311242,1.6268426,-3.008743,0.019832326,-1.5420678,2.493564,-0.6137033,2.4644363,-0.9936719,0.4561984,-2.1388686,1.374387,1.9262794,1.6308901,-0.57295775,0.60175055,1.3062552,0.683574,-0.33978784,-0.861069,1.7330351,1.4541197,-1.7074449,-1.0495464
lung adenocarcinoma cancer,0.028271453,1.4064162,-2.371238,2.2358885,-1.3926046,1.8403076,0.19551024,-1.4392657,-1.4391614,-1.1574844,0.4412299,-1.070904,-4.5883336,1.9036947,-1.8594166,0.68388265,2.0466526,1.8130076,-2.1923625,-2.4717412,-1.3357582,-0.0107511915,-1.7554493,-2.8816304,2.5572574,-1.3001493,-3.2612178,0.87685966,0.25024587,2.5645196,-3.0288641,-0.36353263,2.6034598,1.1168661,0.8848401,0.48793906,-2.628457,0.8979506,2.159037,-1.6731867,-2.8824217,2.3820622,-2.291821,1.492371,3.9603455,2.749346,2.3723893,2.322528,-0.9076196,-1.3572378,2.8843277,0.82875663,1.7427456,1.9980968,-3.31987,-1.8429394,-2.7315547,-2.5356388,1.689498,1.6091624,1.922567,2.7170773,-3.818913,0.06403695,-0.6583974,-2.5584607,2.2570214,1.8921762,1.9394757,-0.42225185,-1.3752432,-1.6963913,-2.772842,-1.8495523,-2.5536718,-2.3474247,-0.3596581,2.3074245,-1.9742509,1.839839,-1.6842601,-1.739904,2.1097765,-1.0788622,1.6193035,-1.3253585,-2.2900722,1.9193958,1.1512791,-1.5657629,2.1069126,3.8275206,-2.3804805,-1.7202128,-0.978762,-1.6917306,0.28613627,-1.5233885,-2.3004572,-2.4203048,1.2188438,-1.1035185,-0.5760949,-1.073347,0.22715269,0.9251814,1.8731383,1.0787491,1.5407348,-0.90354943,1.8821198,-1.1505988,-1.5557129,1.3420588,0.72033817,2.759269,-0.4189953,2.326337,-0.85361385,-1.4067839,1.7783273,-1.8247474,-1.065337,1.8270203,-1.4702588,0.60284424,-3.4475055,-2.6182046,0.41637155,1.516952,-2.853007,1.1612957,-1.2429336,0.25358355,1.2082639,1.3253009,-1.7338202,2.5147903,1.2514015,-2.4371545,-1.9831054,-2.0283737,-2.332494,1.861724,-0.7069433,0.09757723,-1.9658722,-1.7725137,3.1963835,2.6561697,2.264396,2.6122534,-1.9255784,-1.8455203,0.59917325,-1.0057232,-2.5666907,-3.0700643,-2.9361365,0.62743497,-2.1089022,1.5508808,0.081391014,2.2855937,2.1699657,1.2217371,1.9980155,1.4063178,4.3789163,-3.080407,-1.1154355,-0.710082,1.2383468,-0.18924423,0.48696938,-2.5196743,0.24456753,-2.3456836,-2.9357307,-0.17907909,2.5537999,-1.5900785,-1.0406334,2.671906,1.250835,-1.8607672,0.2385515,1.6748024,3.3148677,-0.7897455,1.6487122,2.169175,-2.1052399,2.5676503,0.54273206,-1.3587952,0.011303499,2.8254142,0.6038164,1.7174635,0.9287822,1.4694656,-1.2200081,-0.6556555,0.4962461,1.9754448,-0.26187587,-2.1770656,-2.1058846,1.9157363,-2.1401854,-2.0579724,0.41206154,0.9836536,0.66582584,0.23511945,0.805535,-1.517745,1.8714625,1.3785417,0.33904576,1.7653289,2.12958,-3.7221534,2.5853188,-1.6694571,-2.3556232,-0.7306625,0.88204896,-2.7769978,-2.8820522,-2.3301566,-1.5679553,1.9197788,-3.54354,0.018499045,-1.814714,2.9391522,-0.7201421,2.9041617,-1.168558,0.5313454,-2.521677,1.6214364,2.2704988,1.9209058,-0.67461365,0.71402925,1.5338894,0.8080876,-0.39805815,-1.0123137,2.0401278,1.7149925,-2.0098114,-1.2341077
HER2+ positive cancer,0.024903156,1.2831807,-2.161221,2.0354252,-1.2682765,1.6686767,0.17819346,-1.3122706,-1.312579,-1.0559006,0.4042662,-0.9725847,-4.179656,1.7357345,-1.6927621,0.62533385,1.8658402,1.6483542,-1.9936534,-2.2491276,-1.2137537,-0.010102443,-1.5995878,-2.6243484,2.32966,-1.1854929,-2.9737227,0.80039907,0.2305229,2.3371327,-2.7598321,-0.32789385,2.3726978,1.017333,0.80959564,0.44100964,-2.3932562,0.82106364,1.9663998,-1.5256671,-2.6254296,2.1691566,-2.0865412,1.3589665,3.6097865,2.5009937,2.1571958,2.1158502,-0.826938,-1.2349476,2.6255348,0.75162303,1.5892551,1.821438,-3.024977,-1.6781611,-2.4921737,-2.3094928,1.5427884,1.468521,1.7511156,2.4744809,-3.4783037,0.05803263,-0.60408336,-2.3282752,2.0560513,1.7297872,1.7652383,-0.38560677,-1.2536416,-1.5462941,-2.5205307,-1.6830934,-2.3280835,-2.1360934,-0.3266236,2.1019502,-1.7992002,1.6782721,-1.5335441,-1.5843791,1.9233932,-0.98550236,1.4744575,-1.2084665,-2.0822341,1.7489221,1.0463957,-1.4242846,1.9201655,3.4857225,-2.1718302,-1.5684463,-0.8925128,-1.5454999,0.259366,-1.3871335,-2.0963647,-2.2022488,1.1120718,-1.0052618,-0.5278048,-0.97417885,0.20942566,0.83847606,1.7114303,0.98293144,1.4066758,-0.824987,1.7170533,-1.0422633,-1.4145763,1.2214488,0.66326386,2.5161045,-0.38317642,2.1190867,-0.7760356,-1.2825984,1.617084,-1.6653434,-0.96997654,1.6673725,-1.3378907,0.5516279,-3.138859,-2.3857794,0.37614655,1.3804156,-2.5987725,1.0561435,-1.136512,0.23293804,1.100233,1.2080326,-1.5791608,2.29034,1.1406734,-2.222207,-1.8063768,-1.8500167,-2.1304944,1.7008309,-0.6433489,0.088963255,-1.7959498,-1.6187799,2.9087832,2.4210708,2.062523,2.3784814,-1.7547873,-1.6799625,0.5442796,-0.9164106,-2.3398046,-2.794887,-2.6775336,0.56950563,-1.9247848,1.4125341,0.07489684,2.0829246,1.9758614,1.1178278,1.8178335,1.2829133,3.9859016,-2.803071,-1.0177565,-0.6477463,1.1294302,-0.17310002,0.44269818,-2.2942243,0.21421532,-2.1424682,-2.6764758,-0.16336578,2.3256798,-1.4520994,-0.94655746,2.431795,1.1395339,-1.6932483,0.21869363,1.5310992,3.0202575,-0.71832156,1.501912,1.980145,-1.9175918,2.3391888,0.49909565,-1.240017,0.012289141,2.577129,0.54869986,1.5660251,0.8505041,1.3390323,-1.1108909,-0.59779185,0.4506065,1.8015604,-0.23968026,-1.9870626,-1.9169883,1.7455891,-1.9483047,-1.8759329,0.37955886,0.8954287,0.608818,0.21331231,0.73461735,-1.3814057,1.7082275,1.2556875,0.31029373,1.6112657,1.9351407,-3.3903868,2.3578763,-1.5211295,-2.151543,-0.6687602,0.7992633,-2.5320451,-2.6235275,-2.122721,-1.4295758,1.7453536,-3.2331772,0.023001026,-1.6573966,2.6779325,-0.66009283,2.6469593,-1.0680447,0.49274915,-2.2964592,1.474565,2.0684104,1.7518541,-0.61476105,0.6449374,1.4057351,0.7335913,-0.36547542,-0.9255234,1.862354,1.5604272,-1.8348286,-1.1282586
lung cancer,0.008456558,0.6033875,-1.0165931,0.9559095,-0.59714735,0.78576535,0.07959227,-0.6172066,-0.61714906,-0.49726197,0.19220106,-0.45931318,-1.959216,0.81512845,-0.7956784,0.29560804,0.87603873,0.7753398,-0.9367077,-1.0567688,-0.5720832,-0.0017846981,-0.7522522,-1.2311227,1.0940619,-0.55784345,-1.3961912,0.37768158,0.11078316,1.0964261,-1.2946341,-0.15789804,1.1130999,0.47282216,0.3815659,0.20329681,-1.123077,0.38683122,0.9233634,-0.7169897,-1.2315605,1.0182804,-0.9796733,0.63943297,1.691219,1.1743125,1.0134023,0.9932377,-0.39127982,-0.58158237,1.2322127,0.35638818,0.74662244,0.8553499,-1.4180121,-0.7886832,-1.1683086,-1.0839889,0.7244796,0.689927,0.8227721,1.1612545,-1.6302902,0.030688195,-0.28528774,-1.0932428,0.9653479,0.8112538,0.82958305,-0.1835702,-0.59000117,-0.7267617,-1.1836938,-0.79128623,-1.0921284,-1.0032406,-0.15072104,0.9878559,-0.84532094,0.7881818,-0.7213309,-0.7448766,0.9035964,-0.4641328,0.69368565,-0.56859857,-0.97916067,0.8223852,0.49472404,-0.67089957,0.90153253,1.6338258,-1.0186532,-0.7368935,-0.42102802,-0.72361976,0.11850883,-0.6535809,-0.9839898,-1.0342869,0.52334636,-0.47394127,-0.24934906,-0.46092775,0.10055462,0.38964468,0.8029471,0.4636028,0.66099244,-0.3890974,0.8067893,-0.49412608,-0.66584873,0.5756099,0.312362,1.1797867,-0.18254556,0.99477535,-0.36741468,-0.60354334,0.76062715,-0.781887,-0.45754632,0.7828007,-0.6297926,0.25553814,-1.471922,-1.1192234,0.17285094,0.6497512,-1.2193844,0.4984469,-0.5341842,0.112114035,0.5190902,0.56986785,-0.7432608,1.075077,0.5370823,-1.042495,-0.8485892,-0.86848474,-0.9987117,0.7980081,-0.30462924,0.044429928,-0.8424924,-0.75982827,1.3645017,1.1356755,0.9683566,1.1162364,-0.8242112,-0.7899622,0.2511961,-0.43222243,-1.0986528,-1.3123285,-1.2552441,0.26299104,-0.90309036,0.6659644,0.031223262,0.9776091,0.92804956,0.5254235,0.8549354,0.60328066,1.8680762,-1.3165231,-0.47937062,-0.30341202,0.5320961,-0.077347465,0.21108596,-1.0771586,0.0983783,-1.0044545,-1.254846,-0.073177494,1.0916817,-0.6820604,-0.4477547,1.1413957,0.5384352,-0.7959329,0.103956856,0.71851575,1.4159503,-0.33238724,0.7063656,0.9288228,-0.9005234,1.0977622,0.2361362,-0.5831833,0.0090766195,1.2083347,0.26045498,0.7359268,0.40045863,0.630486,-0.5234149,-0.28318453,0.20731181,0.8460181,-0.115580924,-0.93209434,-0.90058434,0.8223915,-0.9151225,-0.8807661,0.18029548,0.4229912,0.28783923,0.096166685,0.3419498,-0.65003693,0.8019093,0.59116274,0.14122401,0.75663453,0.9096784,-1.5894129,1.1058295,-0.7151516,-1.0086412,-0.3157506,0.37850577,-1.1873232,-1.2309706,-0.9965185,-0.6720482,0.8207032,-1.5145007,0.013164318,-0.7777974,1.2559522,-0.31150284,1.2414371,-0.50234735,0.23224176,-1.0778061,0.69388837,0.9709865,0.8226501,-0.2913049,0.29901454,0.6592409,0.34192798,-0.17356624,-0.43574214,0.87380844,0.7340997,-0.8612533,-0.53039926
liver cancer,0.009676769,0.6529425,-1.1001586,1.0348443,-0.6462076,0.85071284,0.086749814,-0.6679226,-0.6678711,-0.53800064,0.2075851,-0.49699533,-2.12139,0.8822923,-0.86127704,0.31958455,0.94825983,0.83930534,-1.0141184,-1.1440169,-0.61914974,-0.0023487303,-0.8141334,-1.3329246,1.1843171,-0.60364306,-1.5112652,0.40848616,0.119412094,1.1869975,-1.4016148,-0.17053601,1.2050455,0.5125591,0.41264686,0.22082135,-1.2159209,0.4183954,0.9995769,-0.7759849,-1.3333848,1.102393,-1.0605966,0.6920322,1.8312141,1.2714204,1.0971773,1.0752318,-0.42312494,-0.6294073,1.334096,0.38547772,0.8080827,0.9258528,-1.535339,-0.85370165,-1.2647833,-1.1735271,0.7840476,0.7466565,0.8906044,1.257215,-1.765288,0.032735087,-0.3083505,-1.1835929,1.0450233,0.87800324,0.8980256,-0.19829737,-0.6384448,-0.78657836,-1.2816507,-0.8565373,-1.1823021,-1.086123,-0.1636009,1.0692449,-0.9149646,0.8530757,-0.78071564,-0.80624163,0.9780101,-0.5020787,0.7507688,-0.6152878,-1.0599698,0.8900523,0.53518826,-0.72606695,0.9758916,1.7691332,-1.1026968,-0.7975625,-0.4554396,-0.7833943,0.12884073,-0.70722246,-1.0652046,-1.1197488,0.56626606,-0.5127695,-0.26953614,-0.4986528,0.10839101,0.42263675,0.86902255,0.50154465,0.71529156,-0.42084712,0.873146,-0.53453666,-0.7207022,0.62286794,0.33760968,1.2772473,-0.1971438,1.0769073,-0.39738125,-0.65309644,0.8233627,-0.84625113,-0.49502584,0.8472471,-0.6816152,0.27699664,-1.593762,-1.2116934,0.18784085,0.7032201,-1.3201501,0.5393054,-0.57795084,0.120857246,0.5615919,0.61646646,-0.8043521,1.163877,0.58114994,-1.1285471,-0.9185651,-0.9400569,-1.0810554,0.8636805,-0.32943478,0.0477057,-0.911847,-0.8223427,1.4774603,1.2294805,1.0482938,1.2085043,-0.89215344,-0.85505176,0.27265227,-0.46759918,-1.1892242,-1.4207302,-1.3589643,0.2854575,-0.97751224,0.7205382,0.034332715,1.058298,1.0046436,0.568431,0.92541295,0.65283614,2.0229213,-1.4252852,-0.51861966,-0.32850578,0.5756704,-0.084264904,0.2280865,-1.1661223,0.10729819,-1.0872525,-1.3585551,-0.079719804,1.1818604,-0.73811066,-0.48430094,1.2357781,0.5823742,-0.8615924,0.11227171,0.7775671,1.5330923,-0.3605945,0.7644883,1.0053813,-0.97483015,1.1884328,0.25509927,-0.6310493,0.009229063,1.308124,0.28161183,0.7964851,0.43309626,0.68223786,-0.56637365,-0.30616188,0.22512573,0.9157075,-0.124610804,-1.0089346,-0.9749104,0.88983345,-0.9906683,-0.95339257,0.19463901,0.45755932,0.3111797,0.104737364,0.37055933,-0.7035402,0.867921,0.6397267,0.1534525,0.81888914,0.984865,-1.7209669,1.1971211,-0.77401674,-1.0917947,-0.34137657,0.4095087,-1.2854055,-1.3327924,-1.0787802,-0.7273245,0.8884511,-1.6397249,0.013561377,-0.8418109,1.3597875,-0.3367538,1.3440135,-0.54348373,0.2507924,-1.1668584,0.7510695,1.0511434,0.8904158,-0.31494483,0.324555,0.7132953,0.37065798,-0.18744625,-0.47134247,0.9457989,0.79457885,-0.9321464,-0.57385534
pancreatic cancer,0.02067193,1.1038647,-1.859905,1.751855,-1.0919203,1.438667,0.15203531,-1.1291604,-1.1292697,-0.90861696,0.3479575,-0.83850336,-3.595475,1.4931628,-1.4571308,0.53806424,1.6050785,1.4196737,-1.7166376,-1.9362253,-1.0459248,-0.007699097,-1.3766366,-2.258023,2.0046382,-1.020157,-2.5579736,0.68884146,0.19844654,2.0104852,-2.3741827,-0.2842654,2.0410514,0.8739161,0.6960917,0.3792701,-2.0594435,0.7060761,1.6921484,-1.3125712,-2.2588136,1.8666449,-1.7957364,1.1698937,3.1043832,2.1529932,1.8574317,1.8205085,-0.7124474,-1.0635711,2.2595458,0.648736,1.3671533,1.5669825,-2.601992,-1.4444131,-2.1428068,-1.987224,1.3265176,1.2630047,1.5070157,2.1292071,-2.9922273,0.051082864,-0.5191205,-2.0040717,1.7691619,1.4864639,1.5195901,-0.33230945,-1.0789112,-1.3304847,-2.1703885,-1.449038,-2.0024354,-1.8387513,-0.2805064,1.8089333,-1.5481206,1.4435221,-1.3201697,-1.3637608,1.6547524,-0.8476775,1.269327,-1.0399033,-1.7932236,1.505134,0.90210134,-1.2267777,1.6519794,2.998752,-1.8675497,-1.3493522,-0.76834846,-1.3280214,0.22252363,-1.194463,-1.803562,-1.8957467,0.95679116,-0.8655862,-0.4538057,-0.8403224,0.18021487,0.72142977,1.4710466,0.84635705,1.2096878,-0.70988125,1.4769467,-0.8999072,-1.2184203,1.0519661,0.569067,2.1638398,-0.3301216,1.8233615,-0.6691331,-1.1037316,1.3926558,-1.4321185,-0.8354211,1.4338604,-1.1521109,0.47290426,-2.7007558,-2.0523865,0.3233616,1.1886929,-2.2359612,0.91003764,-0.9769328,0.20075081,0.94761884,1.0400801,-1.359436,1.9708142,0.9817903,-1.911287,-1.554498,-1.5912122,-1.8311625,1.4619869,-0.55456036,0.07736036,-1.5437101,-1.3917065,2.503328,2.0825136,1.7747678,2.0467715,-1.509839,-1.4462363,0.46741703,-0.78908813,-2.0128777,-2.4054282,-2.3025506,0.4892547,-1.6549995,1.2163464,0.06300936,1.791925,1.700509,0.9606875,1.565243,1.1036992,3.42954,-2.4129002,-0.8757509,-0.55688304,0.97201234,-0.14753234,0.38217756,-1.974378,0.18600546,-1.8414944,-2.301857,-0.13941738,2.00128,-1.248564,-0.8158939,2.0929668,0.9815691,-1.4577738,0.18818437,1.3158481,2.598018,-0.6168806,1.2926997,1.7024311,-1.6501206,2.012585,0.4287163,-1.0666811,0.011038304,2.216105,0.4733785,1.347288,0.73095375,1.1526284,-0.9565823,-0.51501846,0.38681686,1.5496706,-0.20686388,-1.7084655,-1.6500275,1.5027726,-1.6769035,-1.6138264,0.32609898,0.7714428,0.52386445,0.1825631,0.63096356,-1.1894145,1.4688827,1.0810015,0.26522005,1.3856058,1.6667793,-2.91664,2.0277114,-1.3090775,-1.8492721,-0.5751138,0.68990606,-2.1776147,-2.257712,-1.8264619,-1.2300225,1.5031427,-2.7795117,0.018830858,-1.4248501,2.3037078,-0.56735045,2.276791,-0.91832554,0.42186558,-1.9760649,1.2699741,1.7797065,1.5068917,-0.5297388,0.5552852,1.2070334,0.631158,-0.31431332,-0.7958211,1.6012405,1.343651,-1.5776331,-0.9699301
renal cell carcinoma cancer,0.015671037,0.9041413,-1.5227615,1.4330158,-0.8937702,1.1751659,0.12329107,-0.92463416,-0.9247638,-0.7443873,0.28618127,-0.6858459,-2.9409504,1.2223117,-1.1921463,0.4416008,1.31383,1.1608913,-1.403556,-1.5835968,-0.8553504,-0.005550912,-1.1268967,-1.8470111,1.6403272,-0.8354267,-2.0939796,0.5647337,0.16396214,1.6450703,-1.9425261,-0.23257983,1.670106,0.7136233,0.5712034,0.30805326,-1.6845075,0.57912594,1.3844566,-1.0746857,-1.8478105,1.5270009,-1.4688699,0.95747846,2.5397594,1.7604482,1.5186313,1.4895858,-0.5838376,-0.87022555,1.8480005,0.53066814,1.11937,1.282615,-2.1285834,-1.1818395,-1.7540855,-1.6257592,1.0867083,1.0344673,1.2331712,1.7417772,-2.4473073,0.042673636,-0.426701,-1.6389809,1.447548,1.2180809,1.2430425,-0.2729687,-0.88347363,-1.0892037,-1.7740815,-1.1853478,-1.6387944,-1.5038177,-0.22842823,1.4804102,-1.2671099,1.1819814,-1.0802933,-1.1159497,1.3546414,-0.69493794,1.0387737,-0.8515971,-1.4663644,1.2320627,0.73827,-1.0037017,1.3519961,2.4524963,-1.5288831,-1.1046839,-0.62952876,-1.0875217,0.1806882,-0.977758,-1.4758579,-1.5503491,0.7838052,-0.7088122,-0.37277597,-0.6873547,0.14892337,0.5876336,1.2051991,0.69319427,0.9910345,-0.5820146,1.2095221,-0.7356917,-0.9965416,0.86097765,0.46830666,1.770909,-0.27135894,1.4918495,-0.54781085,-0.90387946,1.1389167,-1.1728258,-0.68399924,1.174234,-0.94264483,0.3868083,-2.2087526,-1.6792843,0.2624334,0.97259015,-1.829213,0.7447656,-0.80096644,0.16570379,0.7759024,0.85206044,-1.1127712,1.6122993,0.80397916,-1.564322,-1.2720163,-1.3026961,-1.4997716,1.197743,-0.4542384,0.06406149,-1.264643,-1.1400701,2.0469334,1.7041674,1.4520891,1.6741471,-1.2357024,-1.183291,0.38066822,-0.6462601,-1.6475785,-1.9675523,-1.8844241,0.39833555,-1.3552483,0.9959599,0.05071657,1.4664073,1.3911787,0.787895,1.2803549,0.9039311,2.8040745,-1.9733896,-0.7175711,-0.45577952,0.7963209,-0.11985207,0.31331092,-1.615122,0.14861825,-1.5082881,-1.8836532,-0.113149144,1.6371574,-1.0229368,-0.6680514,1.7116297,0.80411,-1.1923983,0.15483567,1.0784187,2.1253262,-0.5029839,1.0580765,1.3941275,-1.3501565,1.6466222,0.35291916,-0.8738138,0.010680963,1.8139014,0.3876794,1.1031016,0.59993607,0.9437475,-0.783047,-0.4222761,0.31478167,1.2687081,-0.17052609,-1.3989782,-1.3497921,1.2305231,-1.3717604,-1.3208929,0.2688325,0.6317497,0.42996135,0.14792345,0.51571935,-0.97322595,1.2030146,0.8848979,0.2162323,1.1348492,1.3624525,-2.3856535,1.6597404,-1.0715048,-1.5146459,-0.47216183,0.56395847,-1.7821544,-1.8464313,-1.4944406,-1.0070796,1.2290741,-2.275034,0.018189508,-1.1671699,1.8846947,-0.46607235,1.8630424,-0.75282687,0.34843084,-1.6165311,1.0387117,1.456201,1.2337015,-0.43428984,0.4513756,0.99027246,0.51483065,-0.25869265,-0.6526551,1.3113111,1.0991745,-1.2921587,-0.79516697
sarcoma,0.009801516,0.6590635,-1.1103265,1.044298,-0.65209925,0.85801566,0.087671295,-0.6741289,-0.67410207,-0.5430143,0.20957717,-0.5013233,-2.14104,0.89052165,-0.8691301,0.32261685,0.9570979,0.8468058,-1.0232322,-1.1543893,-0.6246048,-0.0024687527,-0.82163805,-1.3452047,1.1952397,-0.6092426,-1.5253841,0.41230458,0.1206004,1.1980256,-1.4146188,-0.17179495,1.216248,0.5174134,0.41663575,0.22274357,-1.2270781,0.4224023,1.0087706,-0.78321743,-1.345697,1.1125149,-1.0702999,0.69834936,1.8483369,1.2829268,1.1070387,1.0851644,-0.42695215,-0.63507223,1.3462956,0.38872933,0.81563205,0.9344642,-1.5496042,-0.8615137,-1.2767384,-1.1843371,0.7915084,0.7536973,0.8987884,1.2687856,-1.7816137,0.0329215,-0.31141642,-1.1943581,1.0546595,0.8865031,0.9061873,-0.20011781,-0.6443457,-0.7938752,-1.2931298,-0.8643013,-1.1933475,-1.0959916,-0.16512215,1.079085,-0.9234321,0.8610802,-0.7878338,-0.81361514,0.98711294,-0.5068396,0.7576125,-0.62099963,-1.0694612,0.8982574,0.5398784,-0.7325762,0.98494947,1.7854632,-1.1131006,-0.80499303,-0.45963645,-0.7909454,0.1300378,-0.7136417,-1.0750788,-1.1299087,0.5715627,-0.5174485,-0.27216768,-0.5029304,0.10948031,0.4263738,0.8773673,0.5061279,0.72207236,-0.4248004,0.88134134,-0.5389731,-0.72714174,0.62848645,0.34113666,1.2892252,-0.1989794,1.0868409,-0.4008614,-0.65915537,0.8307415,-0.8542467,-0.49950185,0.855252,-0.6877637,0.27980107,-1.6084105,-1.2229419,0.18948448,0.70957255,-1.3323344,0.54410344,-0.58353215,0.1220171,0.5666695,0.6221264,-0.8117052,1.1745843,0.5865087,-1.1391093,-0.9270177,-0.94886976,-1.0914208,0.87196374,-0.3323568,0.048073333,-0.92059803,-0.83018684,1.4909403,1.2409408,1.0579523,1.2195858,-0.90041494,-0.8628343,0.2751888,-0.47186694,-1.2002943,-1.4337142,-1.3717258,0.28808022,-0.98677355,0.7270931,0.034808517,1.0681232,1.0138441,0.57396144,0.9337664,0.65893966,2.0414774,-1.4382311,-0.5234656,-0.33161613,0.58101535,-0.08519629,0.2300415,-1.1768132,0.107814655,-1.0976777,-1.3712709,-0.080566205,1.1927222,-0.74513483,-0.4885872,1.2470449,0.5876524,-0.86939734,0.1133592,0.7850862,1.5473255,-0.36398834,0.771507,1.014936,-0.98380667,1.199417,0.2576946,-0.6369813,0.009350136,1.3204381,0.28404838,0.8039089,0.4373368,0.6885068,-0.5715151,-0.30894563,0.22722965,0.92427355,-0.12574725,-1.0185051,-0.9838049,0.8979868,-0.99971735,-0.96226287,0.19663297,0.46167183,0.31413195,0.10575583,0.37411186,-0.7099173,0.87614346,0.6455754,0.15508053,0.826635,0.99362004,-1.7368864,1.2083728,-0.78115165,-1.1022645,-0.3446745,0.41293138,-1.2974511,-1.3449911,-1.0887381,-0.7340836,0.8963973,-1.6552684,0.014004823,-0.8498458,1.3723941,-0.34006926,1.3565406,-0.54868776,0.25362462,-1.1775914,0.7577965,1.0608487,0.8987493,-0.31778967,0.32731277,0.7204167,0.37398493,-0.18929343,-0.4758684,0.95477825,0.8017511,-0.94099885,-0.57937586
