disease,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
T-cell lymphoblastic lymphoma,-0.89125144,0.8079051,-0.41101417,0.62405366,-1.1077431,0.2626964,-1.8291115,0.032672107,1.1428033,-0.1577325,0.67834526,1.6262528,0.9269983,-0.7063325,1.0177937,-0.5702469,1.060103,-0.27665612,0.8665551,-0.9751475,-0.7479778,-0.2980243,0.55751264,1.0407974,-0.5563238,-0.7197762,0.402549,-1.0594627,0.5604866,-1.6174594,-0.5446335,-1.2188203,0.068375975,0.42649573,-0.9615887,0.9046894,-1.1433328,-0.595205,-0.34932527,0.8451937,-0.08694956,-1.1564444,-0.51356584,1.1070884,-0.36176416,-0.1819793,1.2618499,-0.8068939,-0.0737672,-1.6382278,-0.3965356,-0.49918702,-0.44481456,-0.43937796,-1.1533489,1.2872849,-0.35722488,0.201541,0.67799383,-0.15253957,0.996816,-0.58778554,-0.37619865,1.2491302,-0.5015098,1.268125,-1.3569511,0.42378742,0.013258809,-0.94833046,0.34187692,0.044310696,0.17234355,-0.6347033,-1.0441985,1.4075618,-1.5788541,1.1470752,0.4069495,-0.7139073,0.85899425,-0.7854151,-0.15597682,1.089316,-0.041595273,-0.5100024,0.026576184,-0.0032435674,1.1669614,0.43254572,-0.4413023,1.2538273,1.6497296,-0.902218,1.5035233,-1.5302118,-0.54357445,0.43232942,0.19483244,0.25758493,0.29618204,-0.15234661,-0.5537491,0.815498,0.83385575,0.078763776,-0.5719693,-0.50906444,0.22419587,0.69697285,0.23990722,0.6680753,-1.7814795,-0.31656715,-0.97477764,0.83507764,-0.30959982,-1.3225428,0.5077354,-0.8496435,-0.06980801,0.85581386,-0.13092105,-0.62867725,0.502328,-0.11639828,-0.07617646,0.35094777
hepatoblastoma,-0.14108253,0.1265252,-0.06414343,0.09913477,-0.1737809,0.04222294,-0.28728813,0.004485372,0.18063794,-0.025591038,0.10608732,0.2570241,0.1468039,-0.11191565,0.15959556,-0.089029476,0.16602495,-0.044388402,0.1375191,-0.1545172,-0.11847083,-0.046228796,0.08882071,0.16491742,-0.0868188,-0.11275555,0.062617056,-0.16760331,0.08733295,-0.2556475,-0.085086524,-0.19278239,0.011442955,0.06629765,-0.15096077,0.14194408,-0.18076022,-0.09452179,-0.055848595,0.13243216,-0.01273004,-0.18154879,-0.081509605,0.17539352,-0.057794258,-0.027821315,0.19972076,-0.12814508,-0.012226654,-0.25730577,-0.06183099,-0.07959635,-0.06921562,-0.07004357,-0.18088047,0.20187311,-0.055545453,0.032550268,0.107513756,-0.02505755,0.15609165,-0.091624096,-0.058355987,0.19608681,-0.07974848,0.19909224,-0.21445177,0.0659018,0.0013237692,-0.148621,0.054527853,0.007752851,0.02800318,-0.0991144,-0.16381194,0.22244841,-0.2497713,0.1798993,0.064847484,-0.113084085,0.13447145,-0.12281168,-0.025274822,0.17233475,-0.0072917244,-0.0796721,0.004853392,-0.0011653928,0.18465619,0.068946406,-0.070356905,0.19827884,0.259063,-0.1412148,0.23576434,-0.24022315,-0.08484737,0.068983495,0.031652056,0.039935,0.04577158,-0.024847599,-0.08812133,0.12914136,0.13050367,0.012993659,-0.089293875,-0.07949925,0.034181803,0.10904914,0.038474724,0.10593956,-0.28139877,-0.050598342,-0.15440106,0.13067426,-0.049671337,-0.20921357,0.07921364,-0.13300057,-0.010175954,0.13399482,-0.021393392,-0.09991249,0.07840426,-0.017502865,-0.011138,0.054226995
ovarian carcinoma,-0.31107885,0.2800513,-0.14159714,0.21767858,-0.38419846,0.09193997,-0.6355091,0.010140706,0.3988456,-0.05587545,0.23506866,0.5663035,0.32323748,-0.24682388,0.35298613,-0.19751954,0.3683995,-0.097020894,0.30151415,-0.33964404,-0.26134646,-0.10267015,0.19404459,0.36227632,-0.19276336,-0.24907355,0.13926078,-0.36949196,0.19457562,-0.56317484,-0.18829688,-0.42467067,0.024927566,0.1477603,-0.3328353,0.31309283,-0.39880472,-0.20793165,-0.1222119,0.29293332,-0.02991355,-0.4008553,-0.17996304,0.38513637,-0.12654757,-0.06262487,0.43917376,-0.2807003,-0.027087508,-0.56880784,-0.13661948,-0.17383447,-0.15414238,-0.1535117,-0.40031102,0.44721314,-0.12328804,0.07081846,0.23685911,-0.05315556,0.3462795,-0.20411377,-0.13034883,0.43327582,-0.17529581,0.43987426,-0.4730626,0.14671028,0.0037892335,-0.32885695,0.12001658,0.016197117,0.060489513,-0.22026232,-0.36201206,0.49049908,-0.5490995,0.3981862,0.14245401,-0.24960184,0.29808885,-0.27265072,-0.05530072,0.37985626,-0.015414473,-0.17625506,0.010476755,-0.0023166295,0.40648136,0.1512105,-0.15414444,0.4369726,0.5729657,-0.3133246,0.5229533,-0.5315283,-0.18825883,0.15091975,0.068095155,0.0882918,0.10248296,-0.053669356,-0.19310132,0.2847348,0.28960064,0.028800571,-0.19814672,-0.17596301,0.07830619,0.24143094,0.084578596,0.23337606,-0.62040883,-0.11108578,-0.33956552,0.28989756,-0.108196855,-0.46045768,0.17572223,-0.29477775,-0.02356605,0.29695618,-0.046378262,-0.21922691,0.1737117,-0.039877195,-0.025935832,0.122009024
serrated adenoma,-0.9258683,0.8381482,-0.4254584,0.64774054,-1.1491995,0.2725674,-1.8986788,0.032994468,1.1874082,-0.16425802,0.7038091,1.6880695,0.96250635,-0.73405844,1.0559318,-0.5917119,1.1010615,-0.28735313,0.898562,-1.0118669,-0.7773346,-0.30879205,0.5778193,1.0796894,-0.5773819,-0.74610513,0.41769895,-1.1003362,0.5823724,-1.6788425,-0.5646156,-1.2653348,0.07179558,0.44291684,-0.99652934,0.93762696,-1.1876507,-0.6182302,-0.36267522,0.87669647,-0.0908893,-1.1992635,-0.5342374,1.1482372,-0.375626,-0.18893296,1.3091991,-0.83651686,-0.07781091,-1.7000425,-0.41055632,-0.51743066,-0.46187454,-0.4561089,-1.1969659,1.3365457,-0.3702906,0.20932242,0.70440483,-0.15734805,1.0351791,-0.610771,-0.39083278,1.2957959,-0.52095383,1.3154726,-1.409263,0.43993178,0.013468473,-0.9839323,0.35565066,0.046237975,0.1787227,-0.6590902,-1.0830659,1.4615799,-1.6376835,1.1904956,0.4228624,-0.74211645,0.89166975,-0.81559044,-0.16255969,1.1312422,-0.043653186,-0.5285776,0.028499264,-0.0042639067,1.2112647,0.44913942,-0.4580443,1.3018403,1.7122518,-0.93688154,1.5618981,-1.5883529,-0.5640146,0.4485465,0.20162447,0.2663439,0.30769768,-0.15811467,-0.5745053,0.8472573,0.86591005,0.083018415,-0.59354466,-0.527693,0.23436731,0.72296673,0.2498142,0.6940999,-1.8494667,-0.32913163,-1.011662,0.8670327,-0.3210686,-1.3725222,0.52669924,-0.8818979,-0.07239468,0.88828206,-0.13620248,-0.65237784,0.5208719,-0.12088525,-0.079246946,0.36538914
endometrial cancer,-0.20716353,0.18672009,-0.09492524,0.14545456,-0.25629404,0.061692305,-0.42333537,0.007112681,0.2653591,-0.037163828,0.15663403,0.37783405,0.21560183,-0.16423593,0.23540652,-0.13152918,0.24482872,-0.06484848,0.20197707,-0.22696956,-0.17387915,-0.06853061,0.1303012,0.24229325,-0.12826496,-0.16647069,0.09263744,-0.24620801,0.12900832,-0.37581804,-0.12575006,-0.2832869,0.016343294,0.09805907,-0.2227263,0.20946752,-0.26556805,-0.13863578,-0.08172809,0.19541813,-0.019196277,-0.26774356,-0.11946134,0.25773868,-0.084595814,-0.041426625,0.2935251,-0.18818216,-0.017466746,-0.37923008,-0.09152283,-0.11672387,-0.102338105,-0.102622174,-0.2667288,0.29760832,-0.08224213,0.047441613,0.15775236,-0.036443062,0.23021437,-0.13531972,-0.08636103,0.28913158,-0.116906434,0.2935509,-0.31514904,0.09748509,0.0024219812,-0.21926056,0.079766676,0.010941807,0.04076216,-0.1463368,-0.24162047,0.326943,-0.36721322,0.26526988,0.09496655,-0.16593765,0.19840482,-0.18124129,-0.036708027,0.25316414,-0.010244806,-0.117763035,0.0066284807,-0.0012147012,0.2713385,0.101001054,-0.1030864,0.29135936,0.38180777,-0.20831741,0.34745827,-0.3540564,-0.12536217,0.10106899,0.046131596,0.059297465,0.067836255,-0.036092356,-0.12924331,0.18959013,0.19251767,0.018609462,-0.13191566,-0.11751215,0.050709702,0.1610051,0.056128494,0.15544708,-0.41371977,-0.073984556,-0.22681269,0.1928029,-0.07264173,-0.30749118,0.117079146,-0.19625083,-0.015453068,0.1976982,-0.031009262,-0.14659037,0.115896225,-0.026221028,-0.01685552,0.0802579
gastrointestinal stromal tumor,-0.56023425,0.50658816,-0.257105,0.3921345,-0.69472665,0.16524065,-1.1479067,0.01970034,0.7183559,-0.09966265,0.42531773,1.0213277,0.5824613,-0.44420165,0.63831025,-0.35749876,0.66541743,-0.17415582,0.5439684,-0.6124158,-0.47037143,-0.18645784,0.34997618,0.65347624,-0.34882003,-0.45100638,0.25225917,-0.66576666,0.35172784,-1.0157534,-0.3411818,-0.7656197,0.043684576,0.2674462,-0.60254914,0.5668849,-0.71853274,-0.3742329,-0.21972162,0.5299273,-0.05447577,-0.7250801,-0.32331842,0.694959,-0.22754303,-0.11386473,0.79226863,-0.5064652,-0.047273375,-1.02784,-0.24806693,-0.31342524,-0.27893305,-0.276237,-0.7235531,0.8078832,-0.22364405,0.12696025,0.42631128,-0.09570387,0.62560123,-0.36889827,-0.23592843,0.78341097,-0.31539196,0.7953222,-0.85259104,0.26566306,0.0078082713,-0.59473825,0.21536183,0.028305888,0.10849742,-0.3981959,-0.6547624,0.88425297,-0.99101955,0.7196432,0.25605953,-0.4490567,0.5388772,-0.49281523,-0.09860465,0.6844814,-0.02671723,-0.31942135,0.017496493,-0.0028311508,0.7329486,0.27200377,-0.27741703,0.7876811,1.0351839,-0.5661694,0.9440448,-0.96023756,-0.34075934,0.27170014,0.12242898,0.1608411,0.18566169,-0.09602594,-0.34789154,0.5126832,0.523277,0.05040721,-0.35860065,-0.31886622,0.141122,0.43692574,0.15135726,0.42007205,-1.1188813,-0.19936503,-0.6122453,0.5239552,-0.1946185,-0.8305124,0.3182051,-0.532971,-0.043404475,0.5368502,-0.082715236,-0.39497352,0.31471038,-0.07272327,-0.04751864,0.22042264
pancreatic cancer cell line,-1.1295576,1.0238984,-0.5206091,0.7906022,-1.4038085,0.33261794,-2.318297,0.04125437,1.4485246,-0.19986632,0.8597742,2.0606883,1.1746505,-0.89526683,1.2898536,-0.7228341,1.3440124,-0.3504321,1.0975261,-1.2353925,-0.94806534,-0.37768263,0.7058971,1.318453,-0.7052372,-0.9119668,0.5103343,-1.3426719,0.71081465,-2.049511,-0.69015276,-1.5444357,0.08676427,0.54084074,-1.2181604,1.1461338,-1.4490712,-0.7542266,-0.44247615,1.0710826,-0.11072635,-1.4653136,-0.6510954,1.4023615,-0.45826313,-0.23089522,1.5986181,-1.0218639,-0.09376725,-2.0761778,-0.5023126,-0.63205105,-0.5640261,-0.55658364,-1.4617875,1.6317745,-0.45272955,0.2552158,0.8592504,-0.19262835,1.2637203,-0.74543697,-0.4771574,1.5829186,-0.6354804,1.6069648,-1.7197248,0.53732824,0.016921358,-1.2018796,0.43335086,0.05601453,0.21808933,-0.80471283,-1.3232,1.7837812,-2.0001063,1.4538468,0.5156789,-0.9049523,1.0888658,-0.9957482,-0.19770466,1.3804668,-0.052677784,-0.6462142,0.033821978,-0.0042559966,1.478619,0.5479837,-0.5589961,1.5888734,2.0908678,-1.1437964,1.9061975,-1.9394729,-0.68901783,0.54754716,0.24638613,0.3262393,0.37571502,-0.19280049,-0.7013856,1.0335673,1.0571407,0.10011962,-0.7250366,-0.6450682,0.28508756,0.88330275,0.3041284,0.8466772,-2.2575345,-0.40116775,-1.2350125,1.0586358,-0.39196956,-1.6756815,0.64355123,-1.0769849,-0.08868837,1.0847833,-0.16580045,-0.7963857,0.63661313,-0.14777811,-0.09686041,0.44548962
H. Pylori negative gastric cancer,-0.2067303,0.18655731,-0.095026165,0.14525828,-0.256076,0.0616288,-0.42275167,0.0072879773,0.26475877,-0.03699861,0.15648638,0.37730566,0.21524721,-0.16383824,0.23519512,-0.13139726,0.24437334,-0.06471483,0.20187315,-0.22671455,-0.1734572,-0.06854705,0.13028854,0.24208163,-0.1281116,-0.16644447,0.09254294,-0.24574938,0.12872952,-0.37531245,-0.12572719,-0.28285688,0.016157746,0.09789338,-0.22273517,0.20947121,-0.2650342,-0.13835984,-0.08159557,0.19527283,-0.01905784,-0.2676032,-0.11906928,0.257564,-0.084453985,-0.04137154,0.29323524,-0.18811892,-0.017191764,-0.37880656,-0.0916066,-0.11670254,-0.10217029,-0.10246829,-0.26641333,0.29714516,-0.08223061,0.047351006,0.15740485,-0.036576457,0.22981486,-0.13501896,-0.08618618,0.28890064,-0.11667018,0.29331833,-0.31456557,0.09735468,0.0024777628,-0.21905671,0.07950331,0.010878714,0.04073701,-0.14608572,-0.24145353,0.32639164,-0.3669311,0.26494274,0.09474736,-0.16549537,0.19813477,-0.18094055,-0.036525976,0.25270686,-0.010133649,-0.11775908,0.0064325156,-0.0010355423,0.2709741,0.10082554,-0.10294354,0.2908819,0.3813282,-0.20796733,0.3467518,-0.3535781,-0.12523882,0.10096433,0.046177484,0.059424188,0.06770051,-0.036037497,-0.12911482,0.18917851,0.19218746,0.01833523,-0.1317746,-0.11749441,0.050321348,0.16088732,0.055892523,0.15510903,-0.4130953,-0.073774375,-0.22653279,0.19250129,-0.07259021,-0.3071224,0.11698844,-0.1959994,-0.015450803,0.197441,-0.030902993,-0.14641826,0.11584975,-0.026173526,-0.01680259,0.07994456
papillary thyroid carcinoma,-0.34228882,0.30911824,-0.15696606,0.23984733,-0.42405206,0.101307385,-0.70061016,0.011907319,0.43874037,-0.061100967,0.25944546,0.6240868,0.355995,-0.271382,0.38957334,-0.217993,0.4057847,-0.10668895,0.33283186,-0.3744691,-0.28735343,-0.113650955,0.21434502,0.39963278,-0.21266294,-0.27533877,0.15372224,-0.40677133,0.2142401,-0.62070745,-0.20816652,-0.46786276,0.026821407,0.16287434,-0.3680449,0.34620312,-0.43891802,-0.22880523,-0.13453676,0.32341725,-0.032701284,-0.4427272,-0.19749542,0.42502496,-0.13929783,-0.06914242,0.484368,-0.30996177,-0.02890735,-0.62742025,-0.15140477,-0.19197507,-0.1699245,-0.16906339,-0.44153255,0.4928775,-0.1363473,0.07786775,0.26053894,-0.05910405,0.3815232,-0.2247096,-0.14359799,0.47825754,-0.19286256,0.4855479,-0.52083504,0.16183282,0.0044835564,-0.3629261,0.131666,0.01758393,0.06667239,-0.24272968,-0.3997015,0.54021597,-0.6059046,0.43914682,0.1566181,-0.27430284,0.32869232,-0.30046865,-0.06040666,0.4182342,-0.01655709,-0.19492216,0.010813789,-0.0018484653,0.4479766,0.16644649,-0.16979995,0.48130098,0.63182646,-0.34526268,0.5757762,-0.586029,-0.20778391,0.1663651,0.07532174,0.09812926,0.11292808,-0.059034348,-0.21291052,0.3132419,0.31910178,0.030802108,-0.21865514,-0.19455197,0.08535043,0.26657912,0.09258802,0.25671914,-0.6835678,-0.1219754,-0.37429503,0.31953228,-0.119320475,-0.5076272,0.19403817,-0.32509455,-0.026146803,0.3274849,-0.050800122,-0.24164271,0.19196579,-0.044024862,-0.028594784,0.13390982
oropharyngeal squamous cell carcinoma,-0.18362008,0.16512118,-0.08375866,0.1288798,-0.22668198,0.054711834,-0.3746607,0.0060486724,0.23520574,-0.033101298,0.13850391,0.33461833,0.19102679,-0.14563006,0.20820753,-0.11628964,0.21671133,-0.057559796,0.17880158,-0.20101185,-0.15417616,-0.060478196,0.11535051,0.21453087,-0.11342048,-0.14711845,0.0818752,-0.21816477,0.114162534,-0.3328179,-0.111099824,-0.25093293,0.014698527,0.086713664,-0.19684145,0.18511373,-0.23533729,-0.12291084,-0.072483234,0.1728013,-0.016954593,-0.2367529,-0.10603458,0.22815785,-0.07502405,-0.036555987,0.2598893,-0.16657396,-0.015760504,-0.3355415,-0.080759965,-0.103347875,-0.09050562,-0.090975925,-0.2359783,0.26339015,-0.07262358,0.042130403,0.13986585,-0.03224956,0.2037481,-0.11976023,-0.07637677,0.25573018,-0.10366166,0.2596415,-0.2792232,0.08618019,0.0019903085,-0.19391985,0.07083835,0.009832055,0.036176365,-0.12947519,-0.21367209,0.28962436,-0.32504848,0.23470105,0.08424941,-0.1471706,0.17552783,-0.16036783,-0.032705147,0.22431937,-0.009253206,-0.10403062,0.00611917,-0.0013148254,0.24031931,0.08955837,-0.09137835,0.25810975,0.33786026,-0.18435042,0.3076461,-0.31332338,-0.11083355,0.089568384,0.040880524,0.05223042,0.05996896,-0.03207481,-0.114499345,0.16806282,0.17037374,0.016765367,-0.11663838,-0.10381624,0.04500807,0.14234635,0.04991853,0.13781643,-0.36641517,-0.06569,-0.20088348,0.17059827,-0.06439353,-0.27229378,0.10348453,-0.17360663,-0.013551435,0.17489664,-0.027611475,-0.12987249,0.10240691,-0.023110034,-0.0148290815,0.071076766
head and neck squamous cell carcinomas,-0.2599751,0.2342853,-0.1188191,0.18222699,-0.3214892,0.07710932,-0.53134483,0.008767144,0.333166,-0.04661347,0.19660263,0.4737677,0.27036044,-0.206182,0.29533106,-0.16515528,0.30766863,-0.08119387,0.25274834,-0.28435615,-0.21830048,-0.08597222,0.16285059,0.3034404,-0.16111292,-0.20863746,0.11638721,-0.30889824,0.16233352,-0.47119635,-0.15768658,-0.3552393,0.020617532,0.123348966,-0.27896282,0.26239967,-0.33329785,-0.17385708,-0.102324106,0.24512959,-0.024592841,-0.3356437,-0.15012537,0.32270452,-0.10593834,-0.052223016,0.3677368,-0.23539355,-0.02220769,-0.4758004,-0.114605695,-0.14588434,-0.12868953,-0.12851804,-0.33476615,0.37373978,-0.10319343,0.059331577,0.1979427,-0.045056283,0.2892536,-0.17027846,-0.10872481,0.3626129,-0.14659093,0.36814037,-0.39544296,0.12255455,0.0031479695,-0.2751191,0.10016942,0.01359466,0.050828278,-0.18393408,-0.30300605,0.41014743,-0.45993528,0.33295193,0.11909053,-0.20840006,0.24915402,-0.22775222,-0.046095558,0.3175888,-0.012819159,-0.14762771,0.008470215,-0.0016727161,0.340145,0.12653542,-0.12907551,0.3654359,0.47915232,-0.26173723,0.43666497,-0.44440287,-0.15741013,0.1264625,0.05737248,0.07418518,0.08545048,-0.045030925,-0.16177826,0.23793747,0.241897,0.023650894,-0.16565865,-0.1473513,0.06456221,0.2020112,0.070515595,0.19504867,-0.5189075,-0.092806675,-0.284237,0.24220736,-0.09076387,-0.38539597,0.14697364,-0.24642594,-0.019595461,0.24823262,-0.03879675,-0.18357888,0.14539512,-0.033160266,-0.021459095,0.10139845
Duke C,-0.2612065,0.23516744,-0.119078495,0.18297333,-0.3226852,0.07739739,-0.5335585,0.008611261,0.33479926,-0.04693087,0.19735295,0.47574714,0.27154154,-0.20720834,0.29644313,-0.16579042,0.30906916,-0.08158054,0.25361753,-0.2854814,-0.21939091,-0.08622147,0.1633495,0.30457613,-0.16176191,-0.20930171,0.11684459,-0.3103014,0.1631094,-0.47314504,-0.158182,-0.35675117,0.020868199,0.12388983,-0.27980152,0.26318344,-0.3348511,-0.17466924,-0.10276783,0.24602742,-0.024807438,-0.33680308,-0.15098275,0.32384956,-0.10640001,-0.052437343,0.36914378,-0.23616762,-0.022565654,-0.47767484,-0.11486617,-0.1463372,-0.12926063,-0.12906463,-0.33610263,0.3753478,-0.10352463,0.059596103,0.19890052,-0.04505276,0.29054162,-0.1711025,-0.109233856,0.36394647,-0.1472696,0.36949673,-0.39724493,0.123054616,0.0031085303,-0.27615526,0.10073766,0.013691075,0.05099813,-0.18476039,-0.304097,0.41195038,-0.461614,0.33430386,0.119671546,-0.20948663,0.25018802,-0.22874723,-0.04641963,0.31902432,-0.012969371,-0.1480863,0.0087029245,-0.0018581429,0.341541,0.12709981,-0.12961198,0.36703587,0.4810943,-0.2628925,0.43871683,-0.44624802,-0.15801658,0.12695321,0.057498813,0.07427602,0.0858513,-0.045226477,-0.16239823,0.23907745,0.24297754,0.024003131,-0.16630557,-0.14781946,0.06517281,0.20274386,0.07097192,0.19598043,-0.5211159,-0.093302034,-0.28537434,0.24325725,-0.09109408,-0.386935,0.14751552,-0.24742657,-0.019659597,0.24925593,-0.039019074,-0.18431371,0.14588568,-0.033319846,-0.02158413,0.1020273
colorectal adenoma,-0.23375714,0.21069181,-0.10698406,0.16398449,-0.2891564,0.06946648,-0.47775272,0.007966153,0.29949465,-0.04190851,0.1767775,0.42616448,0.24318497,-0.1853566,0.2656099,-0.14847755,0.27648,-0.07307562,0.22757253,-0.25588438,-0.19624445,-0.07732642,0.14671779,0.27311018,-0.14481665,-0.18773212,0.10460329,-0.27778274,0.14579307,-0.42387003,-0.14185947,-0.31953642,0.018481843,0.110802084,-0.2510881,0.23616894,-0.2996785,-0.15637046,-0.09210267,0.22047326,-0.02190862,-0.30197686,-0.13488871,0.29049173,-0.095347516,-0.046868492,0.3309261,-0.21198641,-0.01982598,-0.42789695,-0.10317369,-0.13143282,-0.115608655,-0.11566662,-0.30101565,0.3359629,-0.092804745,0.05343312,0.17798702,-0.040798716,0.25995386,-0.15292516,-0.097625606,0.32617167,-0.13185878,0.3311469,-0.35558516,0.11012125,0.0027897367,-0.24741864,0.09003427,0.0122782,0.04584073,-0.16526988,-0.27256405,0.3688567,-0.41394946,0.29937074,0.107114166,-0.18730994,0.22397488,-0.20467478,-0.041425765,0.285609,-0.011533031,-0.13282111,0.007534304,-0.0014301179,0.30600944,0.11386029,-0.11617907,0.32867074,0.4308603,-0.23522651,0.39238295,-0.39957318,-0.14151335,0.11386385,0.051802885,0.0668211,0.07670747,-0.04059173,-0.14563903,0.21393566,0.21738711,0.02112617,-0.14892174,-0.13255844,0.057652745,0.18167654,0.0633608,0.17539039,-0.46671245,-0.08345705,-0.25575262,0.21768913,-0.081772886,-0.34674928,0.13214687,-0.22153674,-0.017542254,0.22315764,-0.034927916,-0.1652255,0.13076916,-0.02971173,-0.019170772,0.0908933
anaplastic astrocytoma,-0.77431387,0.7007971,-0.355782,0.54183453,-0.96093863,0.22811097,-1.5875916,0.0275568,0.99296314,-0.13744542,0.5884382,1.4117966,0.80501294,-0.6139035,0.88293433,-0.49468544,0.92051053,-0.24042688,0.75169194,-0.84636915,-0.6500833,-0.2581416,0.4834739,0.9031265,-0.48268533,-0.6238965,0.349153,-0.92022884,0.48677346,-1.404086,-0.47209582,-1.0582684,0.060088616,0.37020704,-0.8333923,0.78411794,-0.99321467,-0.5170928,-0.3034347,0.73305404,-0.075767025,-1.0028673,-0.44676012,0.9604879,-0.31425977,-0.15783003,1.0950484,-0.69982684,-0.0650622,-1.4215518,-0.34330755,-0.43295783,-0.386058,-0.3815705,-1.0008317,1.117476,-0.3095599,0.17519166,0.5891249,-0.13186741,0.8654421,-0.5105132,-0.32662994,1.0835483,-0.43575785,1.1000067,-1.1785451,0.36773625,0.011137637,-0.82271147,0.2974736,0.03879716,0.14964294,-0.5509662,-0.9056557,1.2223299,-1.3698148,0.9954092,0.35371402,-0.62060934,0.74549085,-0.6818398,-0.13601354,0.9460785,-0.036599267,-0.4419651,0.023869202,-0.0036087986,1.0130816,0.37572438,-0.38320008,1.0887645,1.4317299,-0.7832523,1.3058116,-1.3280884,-0.47152436,0.3752753,0.16884665,0.22270676,0.25711796,-0.13238212,-0.48062453,0.7085724,0.72390807,0.06941841,-0.49621037,-0.44121423,0.19560835,0.60448587,0.20895955,0.580517,-1.5467302,-0.2753233,-0.8461829,0.72486097,-0.26868406,-1.1479585,0.44033432,-0.73733526,-0.060391333,0.7426714,-0.114019245,-0.5457243,0.43548438,-0.1009219,-0.06608873,0.30525643
Splenic lymphoma,-0.14179239,0.12761378,-0.06505154,0.099838935,-0.17528558,0.042557098,-0.28933835,0.0048824768,0.18145974,-0.025542133,0.10698109,0.25882426,0.14772709,-0.11237527,0.16095608,-0.08976772,0.16698962,-0.04460723,0.13881993,-0.15571414,-0.11895527,-0.046777867,0.08976266,0.16631249,-0.08748982,-0.113953725,0.06313332,-0.16855684,0.087772086,-0.25747618,-0.085991465,-0.19406822,0.011203027,0.066722296,-0.1526463,0.1435245,-0.18171495,-0.0950197,-0.056197498,0.13361885,-0.012618225,-0.1832869,-0.081643574,0.17697822,-0.05814772,-0.028033942,0.20134981,-0.12942086,-0.011820449,-0.25933468,-0.062682256,-0.0804217,-0.069663964,-0.07050699,-0.1822767,0.20321698,-0.056142975,0.032725386,0.108017884,-0.025576673,0.1570541,-0.0920679,-0.058674913,0.19781177,-0.08016367,0.20084575,-0.21567799,0.06639029,0.0014539276,-0.14987822,0.054613367,0.0077088713,0.02825428,-0.09973099,-0.16530332,0.22382775,-0.25196472,0.18125944,0.06513054,-0.113468386,0.13544342,-0.12359945,-0.025193432,0.17334016,-0.0071484046,-0.08054898,0.0045181992,-0.0008251579,0.1859788,0.069355875,-0.07084506,0.19953108,0.26100445,-0.14210752,0.23701447,-0.24195671,-0.085554175,0.069529,0.03207541,0.040629063,0.046025872,-0.025002299,-0.08883221,0.12976244,0.13131417,0.012600734,-0.09001696,-0.080349214,0.033821438,0.11003372,0.038434256,0.106447294,-0.28328514,-0.050741002,-0.15555395,0.13154268,-0.050105415,-0.210797,0.07992097,-0.13399434,-0.010294554,0.13498428,-0.021414807,-0.100668006,0.07918766,-0.017612485,-0.011169077,0.054235913
follicular cleaved lymphoma,-0.41788778,0.3770896,-0.19101734,0.2924344,-0.5172182,0.123347074,-0.8550688,0.014180899,0.53582406,-0.07466924,0.31656757,0.7612804,0.4343325,-0.33145744,0.47521195,-0.2660561,0.49570933,-0.13008371,0.4053499,-0.4565048,-0.3509724,-0.1385356,0.26081014,0.48701453,-0.25962475,-0.33553416,0.18766649,-0.49648383,0.2619505,-0.7570967,-0.25376466,-0.57078075,0.033017054,0.19905825,-0.4483057,0.42175457,-0.53586257,-0.27921566,-0.16400112,0.39444292,-0.040477067,-0.5397137,-0.24146171,0.5178427,-0.16983327,-0.08458205,0.5904384,-0.37737834,-0.035810903,-0.76547277,-0.18430944,-0.23360951,-0.2076186,-0.20610213,-0.5388047,0.60177803,-0.16625534,0.094886616,0.31807813,-0.07132895,0.46599504,-0.2747613,-0.17560866,0.5832569,-0.23535433,0.5921271,-0.6357325,0.19768465,0.0054887757,-0.44276056,0.16092315,0.021405378,0.08105553,-0.29651645,-0.48740202,0.6592561,-0.7383909,0.5359143,0.19116338,-0.33513424,0.40126488,-0.36701077,-0.07389871,0.51041776,-0.020288985,-0.23754764,0.013539974,-0.0025945243,0.546372,0.20297968,-0.20696649,0.5872708,0.7710127,-0.42168775,0.70346195,-0.7152223,-0.25358826,0.20266116,0.09134081,0.11931591,0.13813825,-0.071817726,-0.25941262,0.38245896,0.38974681,0.03813796,-0.26688883,-0.23714931,0.10531575,0.32516795,0.11324207,0.3134171,-0.8340217,-0.14894779,-0.45640305,0.39019954,-0.14520958,-0.6190107,0.23675257,-0.39684087,-0.032060664,0.39974192,-0.06197042,-0.29452184,0.23409286,-0.053950105,-0.03519143,0.16424598
