disease,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
wilms tumor,-0.22065133,0.19885713,-0.101012126,0.15483567,-0.272922,0.065618955,-0.4509033,0.0075207017,0.28268632,-0.039590135,0.16683157,0.4023233,0.22958131,-0.17494664,0.25069255,-0.14010555,0.260871,-0.06902844,0.21492638,-0.24161781,-0.18522447,-0.07297906,0.13859633,0.25789544,-0.13664769,-0.17722456,0.098701596,-0.26221365,0.13751377,-0.40016493,-0.1338855,-0.30165043,0.01744295,0.10450952,-0.23706323,0.22295272,-0.282861,-0.1476342,-0.086986326,0.20810223,-0.020574374,-0.2850576,-0.1273016,0.2743027,-0.09004256,-0.044178825,0.31245872,-0.20022121,-0.018699672,-0.4038677,-0.09740029,-0.124152176,-0.10907039,-0.10923426,-0.28408667,0.31703863,-0.08758779,0.050472636,0.16802044,-0.038632408,0.24528508,-0.14424439,-0.092068866,0.30787265,-0.12448169,0.3125785,-0.33565658,0.1038757,0.0026092227,-0.23350321,0.08497905,0.011615248,0.043323316,-0.1559425,-0.25727785,0.34818122,-0.39086565,0.282546,0.101126306,-0.17678939,0.21135612,-0.19310817,-0.03911094,0.26961875,-0.010907015,-0.12538117,0.0071159946,-0.0013398955,0.28889394,0.10752339,-0.10972115,0.3102747,0.40664527,-0.22195438,0.3702375,-0.37711903,-0.13353907,0.10755136,0.048997685,0.06308058,0.07233341,-0.038379293,-0.13754545,0.20193645,0.20512894,0.01991033,-0.14052306,-0.12512107,0.054273013,0.17146263,0.05981146,0.16555744,-0.44056734,-0.07879516,-0.24145974,0.20541675,-0.077269666,-0.3273678,0.1247057,-0.20904915,-0.016508712,0.21059878,-0.032998726,-0.156034,0.1234188,-0.027999373,-0.018034223,0.085660495
sarcoma,-0.20240447,0.18192966,-0.092114195,0.1419091,-0.2497191,0.06016612,-0.41293263,0.0065467437,0.259344,-0.03650355,0.15263338,0.36861563,0.21045816,-0.16057628,0.22938715,-0.12818103,0.23903386,-0.06337265,0.19670966,-0.22131875,-0.17000426,-0.066604726,0.12680571,0.23614013,-0.12504806,-0.16196229,0.09027372,-0.24043617,0.12601934,-0.36660883,-0.12234512,-0.27644858,0.016291356,0.09568964,-0.21661742,0.20373133,-0.25941777,-0.13543177,-0.079791375,0.19035615,-0.018920152,-0.26070377,-0.11700893,0.2510938,-0.08259956,-0.040380407,0.28613204,-0.18321028,-0.01755938,-0.3697135,-0.088839106,-0.113615796,-0.09985445,-0.10015833,-0.26006195,0.29039195,-0.079997964,0.0463569,0.1541691,-0.03521468,0.22470708,-0.1322018,-0.08432763,0.28168795,-0.11421731,0.28598925,-0.30774546,0.09506191,0.0022180602,-0.2136666,0.07814218,0.010796452,0.039729994,-0.14281933,-0.235344,0.31915638,-0.3577979,0.2586642,0.09284055,-0.16231893,0.19350825,-0.17687313,-0.036094844,0.24719912,-0.010212312,-0.11453635,0.0068604928,-0.0015624585,0.2646973,0.09862374,-0.10058838,0.2843943,0.37233153,-0.20330879,0.33936408,-0.34533113,-0.12216545,0.098550186,0.044811722,0.057406608,0.066230014,-0.035244618,-0.12600477,0.18526681,0.18790062,0.018670725,-0.12857522,-0.11432009,0.050066166,0.15682688,0.055092316,0.15190904,-0.40371454,-0.07241162,-0.22121742,0.18812053,-0.07079166,-0.29987392,0.11404309,-0.191377,-0.015009587,0.19279478,-0.03040202,-0.14296491,0.112805046,-0.025572747,-0.016473588,0.0786642
melanoma,-0.41879973,0.38028014,-0.19451776,0.2941432,-0.52161217,0.12423485,-0.86007327,0.016152505,0.53656894,-0.073958196,0.31912777,0.7656332,0.43625805,-0.33160236,0.47914338,-0.26811758,0.49740347,-0.13039558,0.40947276,-0.45975518,-0.35112992,-0.14050552,0.26399812,0.4910903,-0.2613964,-0.33959305,0.18913648,-0.49813476,0.2624427,-0.76163304,-0.25676548,-0.57367367,0.031527225,0.19990112,-0.45416096,0.42717427,-0.53724116,-0.27997532,-0.16473565,0.39803913,-0.039568704,-0.54519325,-0.24053623,0.52264875,-0.17053792,-0.08510236,0.5950226,-0.38155642,-0.03348016,-0.77094233,-0.18753146,-0.23634513,-0.20859946,-0.20716462,-0.54247725,0.60474867,-0.1682978,0.09513933,0.31859946,-0.07360077,0.46788257,-0.2752007,-0.17607008,0.58836544,-0.23591714,0.59735215,-0.637922,0.1988644,0.0061659045,-0.44632608,0.16026054,0.020993564,0.08179746,-0.29779178,-0.49195015,0.66203403,-0.74495596,0.53946704,0.19134752,-0.33489856,0.40365198,-0.36862177,-0.07296785,0.5122914,-0.019396905,-0.24058636,0.011725459,-0.00077352824,0.5496098,0.2037867,-0.20815061,0.5899195,0.7759784,-0.4235193,0.7052563,-0.719528,-0.25558943,0.20418845,0.0929822,0.12213381,0.13852897,-0.07218506,-0.26141387,0.38313016,0.39139628,0.035808146,-0.26886907,-0.24002625,0.1027481,0.32813248,0.11227548,0.3139442,-0.83829534,-0.14869554,-0.4593428,0.39213878,-0.14655466,-0.62314105,0.23887405,-0.3993387,-0.03245981,0.40226266,-0.061656076,-0.29654336,0.2366312,-0.054196533,-0.035122827,0.16313812
kidney renal clear cell carcinoma,-0.22945178,0.2069554,-0.105217956,0.16104071,-0.28402275,0.06823247,-0.4691296,0.007937013,0.2939553,-0.0411021,0.17362751,0.41850537,0.23877728,-0.18189399,0.26088816,-0.14581616,0.27138618,-0.07175479,0.2236224,-0.25134498,-0.19258223,-0.07600693,0.1442105,0.2683041,-0.14220889,-0.18449312,0.10273658,-0.27270126,0.1430605,-0.41626862,-0.13938445,-0.3137599,0.018041676,0.10875272,-0.24678887,0.2320995,-0.29416227,-0.1535147,-0.09044598,0.21658498,-0.021400467,-0.2966845,-0.1323058,0.28539488,-0.09362329,-0.04600188,0.32506466,-0.20833239,-0.019315373,-0.42023525,-0.10145155,-0.12917277,-0.11350014,-0.113594234,-0.29560506,0.32984477,-0.09120141,0.052456845,0.17470534,-0.040221862,0.25518602,-0.1500575,-0.09580066,0.32039565,-0.12943135,0.32529345,-0.34909526,0.10810669,0.0027789283,-0.24299927,0.08830485,0.012023504,0.04504131,-0.1622536,-0.26776013,0.36214313,-0.40667695,0.29399773,0.105129205,-0.18379495,0.21992224,-0.20091665,-0.040595848,0.28040978,-0.011268098,-0.13054134,0.007289581,-0.0012833244,0.30050793,0.111805305,-0.11410526,0.3227183,0.42310423,-0.23092195,0.38512123,-0.39237362,-0.1389844,0.111862145,0.0509761,0.065746844,0.07527476,-0.03988465,-0.14307147,0.2099808,0.21341556,0.020575034,-0.14624698,-0.1302649,0.056378562,0.17845924,0.062120873,0.17214479,-0.45827338,-0.08188976,-0.25116935,0.21372852,-0.08036477,-0.34055132,0.12980382,-0.21752802,-0.017222723,0.21913955,-0.034263723,-0.1622985,0.12848161,-0.029165478,-0.018790837,0.08907606
kidney chromophobe cancer,-0.19764718,0.17819802,-0.090685,0.13885705,-0.24462236,0.058936376,-0.40394062,0.0068612406,0.25312296,-0.035432525,0.1494725,0.36060247,0.20575635,-0.1566712,0.22467428,-0.12550597,0.23352262,-0.061897233,0.19289836,-0.21667251,-0.16586505,-0.06542026,0.12449684,0.23133792,-0.12237202,-0.15894127,0.08837567,-0.23492646,0.12300876,-0.35868993,-0.120057195,-0.27036133,0.015539907,0.093518086,-0.21269727,0.20003738,-0.25337267,-0.13228795,-0.07802483,0.18651626,-0.01820879,-0.25560626,-0.11390349,0.2461215,-0.08075984,-0.03949213,0.28022614,-0.17974809,-0.016549964,-0.36191738,-0.087427415,-0.1115257,-0.097595066,-0.09796727,-0.25452882,0.28393087,-0.07849859,0.04530661,0.15050346,-0.034935586,0.21959794,-0.12902223,-0.08233688,0.2759792,-0.11156529,0.28019616,-0.30069202,0.09299311,0.0022991835,-0.20926234,0.076073,0.0104616145,0.038968116,-0.1395674,-0.23063609,0.31198463,-0.35061368,0.25312138,0.09061762,-0.15826343,0.18929473,-0.17288628,-0.034993492,0.24156603,-0.009761195,-0.112430625,0.00624837,-0.0010948104,0.25899175,0.09640435,-0.098417915,0.27803627,0.36434507,-0.1987126,0.33139172,-0.3378316,-0.119618885,0.09651342,0.04413369,0.056676313,0.0646653,-0.03448031,-0.123411015,0.18087716,0.183632,0.017648617,-0.12586889,-0.1121852,0.048141018,0.15366828,0.053507395,0.14831297,-0.39482322,-0.070579976,-0.21651718,0.18392144,-0.06939237,-0.293519,0.1117267,-0.18725334,-0.014714249,0.18862398,-0.02959852,-0.13994989,0.110624894,-0.024965517,-0.016020205,0.07642212
HER2+ positive,-0.26495147,0.23881611,-0.121131465,0.1857029,-0.32768473,0.078558736,-0.5415816,0.008951749,0.33956224,-0.047504034,0.20040384,0.48286408,0.27553818,-0.21011296,0.30102688,-0.16834477,0.31359428,-0.08274602,0.25759438,-0.2898152,-0.2224685,-0.087653466,0.16596021,0.30926326,-0.16423096,-0.21267931,0.118654035,-0.3148117,0.16545977,-0.48024538,-0.16072662,-0.36204287,0.020989735,0.12572694,-0.28435636,0.26745453,-0.33967605,-0.17718653,-0.10427232,0.24987143,-0.025071008,-0.3421151,-0.15298888,0.3288791,-0.107951276,-0.05323988,0.37478837,-0.23990518,-0.022626884,-0.48496085,-0.11682922,-0.1486601,-0.13119306,-0.13097322,-0.34121418,0.38093606,-0.10520742,0.060441703,0.20173186,-0.045910355,0.29482743,-0.17356014,-0.11082661,0.36959973,-0.14937721,0.37524185,-0.4030344,0.12491474,0.0032399455,-0.2804128,0.10206466,0.013822598,0.051774394,-0.18750286,-0.30885378,0.41800344,-0.46876377,0.3393816,0.1213538,-0.21238622,0.25396124,-0.23213503,-0.046958257,0.3236836,-0.013043285,-0.15049905,0.008623296,-0.0016776195,0.34665427,0.12895456,-0.1315406,0.37244958,0.48837474,-0.2667855,0.44507107,-0.45297498,-0.16045691,0.1288817,0.0584654,0.075625926,0.087109804,-0.04588767,-0.16487263,0.24248561,0.24657384,0.02408055,-0.16885872,-0.15020964,0.06583511,0.20591174,0.07185231,0.19876815,-0.52885807,-0.09457011,-0.28966773,0.2468877,-0.0925017,-0.39277968,0.14982182,-0.25116986,-0.019990971,0.2530322,-0.0395182,-0.1870995,0.14821252,-0.033830177,-0.0218945,0.10335315
adrenocortical carcinoma,-0.20625688,0.18595856,-0.09458683,0.14484821,-0.25525072,0.061442163,-0.42155403,0.0071294876,0.26418507,-0.036981203,0.15599136,0.37624982,0.21468464,-0.16350245,0.23444502,-0.13098627,0.24376398,-0.06456847,0.2011808,-0.22603683,-0.17310236,-0.06827,0.12980333,0.24131356,-0.12772916,-0.1658242,0.092254326,-0.24514504,0.1284343,-0.37424776,-0.12525877,-0.28208998,0.016233558,0.097634345,-0.2218744,0.20866385,-0.26441017,-0.13803467,-0.081383325,0.19462831,-0.019080333,-0.26667818,-0.11890114,0.25670904,-0.08423725,-0.041249007,0.29232794,-0.18744989,-0.017329259,-0.37766066,-0.09119226,-0.11627512,-0.10189788,-0.10219195,-0.26561895,0.2963398,-0.08192154,0.047238708,0.15705843,-0.036344532,0.22922084,-0.13471587,-0.08597881,0.28795916,-0.11639805,0.29236183,-0.31378943,0.09707206,0.0024249447,-0.21836217,0.07939287,0.010885641,0.040602524,-0.14570579,-0.24064778,0.32554594,-0.36573654,0.26416326,0.09454699,-0.16518635,0.19756867,-0.18046154,-0.03652144,0.25207594,-0.010178794,-0.11730891,0.006553821,-0.0011643408,0.27020484,0.10057119,-0.10265729,0.2901194,0.38021305,-0.20742148,0.34593272,-0.352569,-0.12484567,0.100658275,0.04597223,0.059101444,0.06753596,-0.035943896,-0.12871824,0.18875612,0.19168843,0.01846671,-0.13136882,-0.11705481,0.050406568,0.16035351,0.055853203,0.15476358,-0.4119712,-0.07364795,-0.22587226,0.19198006,-0.07235455,-0.30621845,0.11660329,-0.19542737,-0.01538952,0.19686888,-0.03086518,-0.14598753,0.11543693,-0.026104867,-0.01677294,0.07986077
glioblastoma multiforme,-0.38809875,0.35238323,-0.18030721,0.27265626,-0.48337492,0.11521035,-0.7969596,0.014990412,0.4971933,-0.06855333,0.2956993,0.70958424,0.404324,-0.30727956,0.44400796,-0.24841718,0.46081057,-0.12088892,0.37962168,-0.4261596,-0.32537073,-0.13019235,0.2448051,0.45523018,-0.24217634,-0.31473455,0.17521907,-0.46163312,0.24308003,-0.7058867,-0.2379482,-0.53167593,0.029204588,0.18515906,-0.42096287,0.39593947,-0.4978473,-0.2594834,-0.15272331,0.3688561,-0.0365368,-0.5052758,-0.22286108,0.48450264,-0.15809679,-0.07879235,0.5515397,-0.35376272,-0.030971704,-0.71441114,-0.17382084,-0.21916385,-0.19322482,-0.1920463,-0.5026679,0.5603208,-0.15594293,0.08822404,0.29525295,-0.068373375,0.4334723,-0.25489688,-0.16306256,0.5452517,-0.21865702,0.5535838,-0.5911606,0.1842158,0.005673482,-0.413587,0.14850615,0.019500565,0.075888574,-0.27586862,-0.455904,0.61352754,-0.69053996,0.49987388,0.17734855,-0.31031418,0.373994,-0.34150204,-0.06762404,0.4747595,-0.017997507,-0.22296242,0.0108439755,-0.00069731346,0.50940025,0.18890403,-0.19296588,0.5467144,0.71905094,-0.3923711,0.65337235,-0.66672194,-0.23680925,0.18931283,0.08629667,0.113215245,0.1282806,-0.06696546,-0.2423509,0.3550422,0.36260715,0.03312783,-0.24910933,-0.22243501,0.094983384,0.3040616,0.10403717,0.29094014,-0.77689344,-0.13781336,-0.42576092,0.36330563,-0.13591154,-0.57756567,0.22132914,-0.37000343,-0.030017769,0.37271407,-0.057176176,-0.27489656,0.21927248,-0.050147705,-0.03246146,0.15100242
renal cell carcinoma,-0.21860734,0.1966782,-0.09964711,0.15326013,-0.26993403,0.06493509,-0.4462757,0.007180485,0.28012136,-0.039347455,0.1650182,0.3982255,0.22732243,-0.17340651,0.24796103,-0.1385937,0.2583526,-0.06839069,0.21249893,-0.23907405,-0.1835925,-0.072065786,0.13696297,0.25509825,-0.13520476,-0.17511761,0.09763061,-0.25970653,0.13623686,-0.39606112,-0.13230176,-0.29863104,0.017500373,0.10347389,-0.23419061,0.22026384,-0.2802105,-0.14624864,-0.086135186,0.20578755,-0.020509085,-0.28181663,-0.1263219,0.2712646,-0.08916902,-0.04371395,0.3091162,-0.19791488,-0.018858206,-0.3995891,-0.09610508,-0.12270675,-0.1079747,-0.10814401,-0.28109822,0.31385678,-0.08653671,0.050006643,0.16648902,-0.037996385,0.24287686,-0.14291558,-0.09119318,0.3044824,-0.12332666,0.3091309,-0.33243355,0.102800384,0.0024854848,-0.23097228,0.08433454,0.011578908,0.042853992,-0.15439698,-0.25440532,0.34477055,-0.38657,0.27958605,0.1002261,-0.17528355,0.20917696,-0.1911944,-0.038903434,0.26701596,-0.010940899,-0.12386496,0.0073065017,-0.0015829548,0.2859401,0.10648245,-0.1086103,0.30721188,0.4024108,-0.21975754,0.36674923,-0.3732303,-0.1320925,0.10641288,0.048355848,0.06214057,0.07163952,-0.03800213,-0.136081,0.2000889,0.20310357,0.020059528,-0.13901848,-0.123629525,0.05413499,0.1695546,0.059427384,0.16404782,-0.4361465,-0.078148745,-0.23896106,0.20334978,-0.076420285,-0.32395667,0.12331987,-0.20687604,-0.016301755,0.20840745,-0.032761592,-0.15440467,0.12198804,-0.027711498,-0.017876789,0.08505286
glioblastoma ,-0.32343534,0.29140654,-0.14748465,0.22639297,-0.39977562,0.09561801,-0.66108453,0.010721889,0.41465834,-0.05798977,0.24460143,0.5890062,0.3361447,-0.2565899,0.36729112,-0.2055353,0.38316637,-0.100839816,0.31370714,-0.35328326,-0.27168506,-0.10690815,0.20191948,0.37687218,-0.20056535,-0.25925767,0.14491385,-0.38421783,0.20237361,-0.58576506,-0.19601755,-0.4416705,0.02577701,0.1537262,-0.34646457,0.32592693,-0.41467723,-0.2161815,-0.12706728,0.3048253,-0.031087562,-0.41716483,-0.18699542,0.4007051,-0.13157685,-0.065188,0.4568596,-0.29207233,-0.027950002,-0.59177876,-0.1422973,-0.18088351,-0.1603511,-0.1596278,-0.41647887,0.46519253,-0.12834722,0.07361293,0.24624169,-0.055374794,0.36018112,-0.21228383,-0.13559373,0.450847,-0.1822545,0.4577082,-0.49191907,0.1526597,0.004015364,-0.34219158,0.12469795,0.016783187,0.06290942,-0.22910905,-0.37671423,0.5101031,-0.57127583,0.41424763,0.1480797,-0.2594405,0.31011146,-0.28362203,-0.05739221,0.39499602,-0.015926627,-0.18348002,0.010718543,-0.002249382,0.42278746,0.15721583,-0.1602947,0.45443103,0.5960686,-0.325913,0.543853,-0.55292714,-0.19589745,0.15696213,0.070860974,0.09203057,0.10661398,-0.05577357,-0.20085189,0.29603404,0.3012247,0.029745894,-0.20618092,-0.18317164,0.08126069,0.251248,0.0878242,0.24263321,-0.6452627,-0.11543317,-0.3532021,0.30155888,-0.11252893,-0.4789619,0.18287155,-0.30668586,-0.024567615,0.3089342,-0.0481596,-0.22800836,0.18081056,-0.041503053,-0.026995141,0.12681957
PR positive,-0.28696284,0.2586353,-0.1310831,0.20102717,-0.35485038,0.08498347,-0.586592,0.009637159,0.36782405,-0.051444072,0.21705832,0.52284217,0.29835895,-0.22759731,0.32599637,-0.18235683,0.33978435,-0.089558266,0.2787479,-0.31372792,-0.24098462,-0.09491908,0.1795207,0.33474183,-0.17791894,-0.23024637,0.12855019,-0.3409394,0.17934996,-0.51999164,-0.17403221,-0.39202863,0.022774823,0.13626705,-0.30778393,0.28950655,-0.36790505,-0.19186582,-0.11285555,0.27058437,-0.027322987,-0.37040576,-0.1657729,0.35594857,-0.11684608,-0.05773927,0.40571195,-0.25957483,-0.02460784,-0.52520233,-0.1264436,-0.16080931,-0.14217444,-0.141765,-0.36956602,0.4126636,-0.11393552,0.06539772,0.2184833,-0.04949534,0.31943294,-0.18813132,-0.12014797,0.40021783,-0.16174978,0.4063212,-0.43649828,0.13536218,0.003540616,-0.30368894,0.11057102,0.014929704,0.055969063,-0.20317122,-0.33443102,0.4526796,-0.5073986,0.36758527,0.13140927,-0.23008625,0.27510977,-0.25151908,-0.050873447,0.35053322,-0.014118314,-0.16294043,0.009394683,-0.0018728485,0.37532806,0.13959603,-0.14237083,0.40332076,0.52893996,-0.28904843,0.48225132,-0.49062428,-0.17381088,0.13946274,0.06314708,0.08182556,0.09445121,-0.0496125,-0.17842968,0.26263723,0.26715264,0.02618729,-0.18291962,-0.16264097,0.071614556,0.22299784,0.07785143,0.21527441,-0.572694,-0.1024163,-0.31359795,0.26747653,-0.10005199,-0.425244,0.16227776,-0.2720793,-0.021716699,0.27409062,-0.042765204,-0.20251249,0.16050294,-0.036721736,-0.023813505,0.11216809
glioblastoma,-0.4475789,0.40463942,-0.20550697,0.31348562,-0.5550018,0.13224234,-0.9168692,0.015785426,0.5737845,-0.07966589,0.33967972,0.8161338,0.4654553,-0.3548519,0.5099002,-0.28547558,0.53125423,-0.13927224,0.43500668,-0.489534,-0.37574348,-0.14890759,0.28001702,0.52242374,-0.27850515,-0.36037725,0.20137338,-0.5319277,0.28066966,-0.8117032,-0.27257493,-0.6118065,0.03488494,0.21342833,-0.48159525,0.4530764,-0.57402015,-0.29906148,-0.17570978,0.423324,-0.04317888,-0.5793723,-0.25820085,0.5556465,-0.18195166,-0.090772726,0.633297,-0.40507433,-0.037631266,-0.8210804,-0.19825995,-0.250783,-0.22260368,-0.2208685,-0.5779221,0.6451564,-0.17860283,0.10159825,0.34060863,-0.076897,0.49949077,-0.29436797,-0.18821453,0.6258948,-0.252072,0.63541335,-0.6811392,0.2120508,0.006113822,-0.4750751,0.17205386,0.022752991,0.08692277,-0.3178546,-0.5231122,0.70650345,-0.79222375,0.574776,0.20465155,-0.3586714,0.4303179,-0.39345136,-0.078802824,0.5468892,-0.021416042,-0.25519368,0.013928354,-0.002228636,0.5857706,0.21745482,-0.22182755,0.6293795,0.8268791,-0.4520349,0.7537065,-0.76695025,-0.27210227,0.21730499,0.098150685,0.12857422,0.14807273,-0.07690593,-0.2781964,0.40958837,0.41777268,0.040143315,-0.2863441,-0.25473288,0.11212086,0.34900174,0.120910004,0.3356367,-0.89400864,-0.15933104,-0.4893722,0.41834354,-0.15574102,-0.6637738,0.2541092,-0.4256234,-0.034502875,0.42871118,-0.06619842,-0.31578222,0.25137353,-0.05788128,-0.037724264,0.1756357
"Luminal B,triple negative",-0.13399605,0.12035134,-0.06121035,0.09430006,-0.16532744,0.04021619,-0.27307373,0.004439631,0.17149475,-0.02423792,0.10089035,0.24438821,0.13954346,-0.10624054,0.1518144,-0.0846521,0.15765005,-0.042192567,0.13099454,-0.14701365,-0.11245875,-0.044033892,0.084689535,0.15697888,-0.08251805,-0.107390694,0.059520394,-0.1592438,0.0828595,-0.24310273,-0.081025764,-0.18327738,0.010730991,0.062946014,-0.14384764,0.13524985,-0.17169407,-0.08980554,-0.0531184,0.12600219,-0.0119221695,-0.17282392,-0.077265,0.16701081,-0.054962277,-0.0264053,0.19005774,-0.12210904,-0.011368043,-0.24469033,-0.058986746,-0.0758881,-0.06572156,-0.06662186,-0.17197734,0.1918086,-0.05287987,0.030964026,0.102102965,-0.024089387,0.14824931,-0.08692272,-0.055364955,0.18657216,-0.07577507,0.18943387,-0.20374407,0.06261151,0.0012803838,-0.14136517,0.051703643,0.007362264,0.02670887,-0.09411866,-0.15588598,0.21140707,-0.23777127,0.171026,0.061592195,-0.10729874,0.1277973,-0.116649225,-0.023918616,0.16375312,-0.006863473,-0.07588445,0.0044357283,-0.0009431555,0.17561123,0.065549836,-0.066933826,0.188457,0.24629821,-0.13412854,0.22381876,-0.22834061,-0.08067576,0.06567018,0.030269394,0.03816947,0.043416563,-0.023662386,-0.08388291,0.12264127,0.123944506,0.012102377,-0.08489278,-0.07570412,0.032064367,0.10374984,0.03643445,0.1006159,-0.26750582,-0.04802114,-0.1468764,0.124139376,-0.04732642,-0.19901174,0.075344495,-0.12641944,-0.009649651,0.12735723,-0.020310383,-0.09506789,0.07462644,-0.016576782,-0.010505073,0.05126375
Wilms tumor,-0.21915823,0.19744335,-0.10024772,0.15376909,-0.27098975,0.06517141,-0.4477602,0.0074218577,0.2807752,-0.03934117,0.16564842,0.3995319,0.22800544,-0.17378134,0.2489181,-0.13911544,0.25907964,-0.06856097,0.21339849,-0.23992753,-0.1839882,-0.07243606,0.13760424,0.2560791,-0.1356847,-0.17593534,0.09799643,-0.26042655,0.13657881,-0.3973833,-0.13291909,-0.29957202,0.017366933,0.10378801,-0.23533359,0.22133544,-0.28094319,-0.14663091,-0.08639312,0.2066165,-0.02045468,-0.28301847,-0.12647516,0.2723676,-0.089431345,-0.043866698,0.3102679,-0.19879095,-0.018626912,-0.4010333,-0.09666944,-0.123269886,-0.10830635,-0.10848313,-0.28209585,0.31484243,-0.08694445,0.05013943,0.16688676,-0.0383276,0.24359338,-0.14326425,-0.09143713,0.30568972,-0.123645574,0.3103583,-0.3333592,0.10315207,0.002565423,-0.2318574,0.08443411,0.011558557,0.043027855,-0.15485604,-0.25544414,0.3457942,-0.3881039,0.28056175,0.10045296,-0.17561491,0.20987965,-0.19177617,-0.038877048,0.26777142,-0.01086118,-0.12446136,0.007110672,-0.0013803543,0.28689536,0.106788576,-0.108964324,0.30813813,0.4038044,-0.22041918,0.3677099,-0.37448347,-0.13259189,0.10680011,0.04863624,0.06259102,0.071833715,-0.038116306,-0.13658401,0.20057571,0.20370659,0.019836338,-0.13953148,-0.12420944,0.053952876,0.17024152,0.05943761,0.16444588,-0.43752632,-0.078279,-0.23978749,0.2039873,-0.07672374,-0.32508987,0.12381454,-0.20759,-0.016382715,0.20912048,-0.03279274,-0.15494527,0.12252731,-0.027794098,-0.017906636,0.0851083
stomach adenocarcinoma,-0.17371891,0.15588026,-0.078857675,0.12183949,-0.21401343,0.05173709,-0.35398254,0.005473647,0.22255078,-0.03144829,0.13075545,0.31626448,0.18062688,-0.1378453,0.19657783,-0.10978356,0.20484704,-0.05449099,0.16884014,-0.18994425,-0.1459314,-0.056980312,0.10889007,0.20265481,-0.10709773,-0.13875847,0.077277616,-0.2063341,0.10792641,-0.31454176,-0.10477871,-0.23721834,0.014110534,0.08191718,-0.18563177,0.17457592,-0.22261092,-0.116286576,-0.06857014,0.16310762,-0.016079819,-0.22343546,-0.10048406,0.21547596,-0.07097702,-0.034486532,0.24552566,-0.15726388,-0.015200217,-0.31691805,-0.076047264,-0.097576834,-0.085493214,-0.086036876,-0.22288214,0.24889135,-0.068466015,0.03989519,0.13235421,-0.03034501,0.19256102,-0.113228895,-0.07217391,0.24143031,-0.098089874,0.24512039,-0.26405963,0.08137877,0.0017631849,-0.18309318,0.06715189,0.009397574,0.03421206,-0.12234057,-0.20168756,0.27384248,-0.3069876,0.2216864,0.07975849,-0.13934164,0.1658072,-0.15153825,-0.031094274,0.21213663,-0.008898286,-0.098086946,0.0060252473,-0.0014785745,0.22714028,0.08472102,-0.08640548,0.24403468,0.31916234,-0.17421126,0.29088706,-0.29601023,-0.10462778,0.084658824,0.03857532,0.04909023,0.056654874,-0.030369677,-0.10820314,0.159021,0.16100706,0.016149929,-0.110121705,-0.09789973,0.042793244,0.13435091,0.047386855,0.13041346,-0.3463596,-0.062239915,-0.18985224,0.16118747,-0.060854834,-0.25730845,0.0976609,-0.16397758,-0.012730125,0.1651973,-0.026212765,-0.12274884,0.09659969,-0.021791311,-0.01398626,0.06731448
pancreatic adenocarcinoma,-0.67665344,0.61203957,-0.31055707,0.4734736,-0.83927745,0.19939366,-1.3867992,0.023844443,0.8677136,-0.12026259,0.5138981,1.233485,0.70342124,-0.53653026,0.7711459,-0.43200433,0.80410117,-0.21018812,0.65670955,-0.7394871,-0.5681445,-0.22532599,0.4223989,0.7890331,-0.42153624,-0.54479843,0.30487582,-0.8041092,0.4251767,-1.2267355,-0.41221312,-0.924656,0.052711003,0.32330605,-0.72775316,0.6847192,-0.8678959,-0.45190907,-0.2652207,0.64020216,-0.066125534,-0.8758563,-0.39054486,0.8391129,-0.27467966,-0.13775252,0.9567013,-0.6113905,-0.057104282,-1.2416905,-0.29967073,-0.37828198,-0.33715078,-0.3334761,-0.87417585,0.9761331,-0.27024963,0.1531899,0.5148606,-0.11522566,0.75597167,-0.44592395,-0.2852496,0.94637215,-0.38084888,0.9607467,-1.0297911,0.32112694,0.009569662,-0.71854293,0.26008698,0.03404741,0.130839,-0.4812277,-0.7909655,1.0680145,-1.1966761,0.86944425,0.30918163,-0.5424136,0.6511348,-0.59555966,-0.119022585,0.8266858,-0.032154202,-0.38588864,0.02108171,-0.0033786017,0.8851535,0.32838178,-0.33489236,0.95131904,1.2506117,-0.68416053,1.1407614,-1.1600902,-0.41177326,0.32794985,0.14757203,0.19431475,0.22451524,-0.11577885,-0.41997516,0.61922276,0.63232505,0.060908463,-0.4333413,-0.38524005,0.17093588,0.52789676,0.18276273,0.5073371,-1.3513868,-0.24071057,-0.7393376,0.63313514,-0.23482278,-1.0029572,0.38451132,-0.64400095,-0.052620586,0.64866555,-0.09976998,-0.47685608,0.380251,-0.08804589,-0.057625435,0.2666579
