disease,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
castration-resistant prostate cancer,-0.77319604,-0.500329,-0.123134926,1.209206,-0.24764256,-0.5208677,-0.78950685,0.6446981,0.41064987,0.049541943,-0.48637205,-0.02389843,-1.1232393,-0.66128707,0.7414347,0.18039559,-0.835357,0.17102069,0.3460107,-0.696835,0.16585666,0.6008325,0.4736808,0.8172764,0.445389,-0.8953684,0.1791761,0.022843612,-0.76719916,0.1375059,-1.0487127,0.02878303,-0.9642037,-0.8940968,0.5775134,1.1490009,-0.58256,0.5781871,0.034782678,0.27680832,0.112857096,0.5286203,-0.7384752,-0.6015864,0.41436812,-0.47896624,0.36712205,-0.25961474,-0.7060893,-0.502121,-0.30077216,-0.09085335,-0.8137565,0.57118356,1.1958939,0.80720115,-1.3129355,0.3309432,0.8237641,-0.5593389,0.5787666,0.16881692,0.30746937,-0.31577042,0.65179294,0.7533627,1.0344046,-0.7313899,-0.15104155,-0.9904979,-0.8972083,0.39202207,-0.2656172,-1.040962,-0.66206324,1.0701661,0.026291467,-0.26168013,0.5980723,0.9878353,0.25166938,0.5831929,-0.24628785,-0.7903803,1.0508635,0.75744283,0.7726978,0.57730186,0.07353677,-0.9383023,1.071414,-0.72240007,0.25632685,-0.059155427,0.17103755,-0.47159213,0.2605165,0.29665843,1.0880288,-0.29511365,-0.03471194,0.5989108,-0.7698366,-0.4730838,0.5730615,-0.07046096,0.8151559,-0.107271746,1.0427812,0.8801759,0.89359266,0.86350805,-0.9891369,-0.36919844,0.44271642,-0.27026123,-0.018778399,-0.7248308,-0.7022115,-0.040041737,-0.3713812,0.22370794,-0.10801624,1.3286397,0.036995575,0.5364201,-0.59996784,-1.1387213
gallbladder carcinoma,-0.73895705,-0.47726318,-0.11827455,1.1534692,-0.23722519,-0.49708387,-0.7528509,0.61533415,0.39203832,0.04727611,-0.46421814,-0.023813888,-1.071847,-0.63097787,0.7071799,0.17181878,-0.79700834,0.16392823,0.32748276,-0.66403717,0.15808506,0.57398707,0.4521552,0.7805236,0.42488772,-0.8539241,0.171191,0.023082294,-0.7313406,0.13004538,-0.99991065,0.027128495,-0.9205648,-0.8529235,0.5515292,1.0964991,-0.5557368,0.5496624,0.032077845,0.26450202,0.10771944,0.50494325,-0.705543,-0.574711,0.39597887,-0.45718378,0.3508439,-0.24720334,-0.6746207,-0.4793251,-0.28707296,-0.08635531,-0.77551806,0.5447012,1.1411093,0.7701205,-1.2540631,0.31401628,0.7854208,-0.53399277,0.5521705,0.16144618,0.2940022,-0.3014385,0.62216514,0.71826506,0.9872639,-0.6988142,-0.1449447,-0.9447793,-0.85621893,0.37380368,-0.25422528,-0.99287486,-0.63166803,1.0206643,0.02563402,-0.24982671,0.56909734,0.94216275,0.23957805,0.5567188,-0.2359365,-0.75337464,1.0020103,0.7228012,0.7375765,0.5519902,0.06977251,-0.89622784,1.0228022,-0.6896416,0.24462748,-0.055664264,0.16321033,-0.45083183,0.24881385,0.28365177,1.0390148,-0.2813608,-0.03389092,0.57156,-0.73336595,-0.44972512,0.5476969,-0.0667754,0.77823263,-0.10363613,0.9958777,0.84188366,0.85332984,0.82400686,-0.94367343,-0.352831,0.42233375,-0.25803152,-0.019007765,-0.6915109,-0.6704065,-0.037924096,-0.3550395,0.21243261,-0.10160976,1.2676353,0.034839384,0.5120013,-0.5725495,-1.0855272
bladder urothelial carcinoma cancer,-1.7842383,-1.1487795,-0.2744888,2.7949798,-0.5635998,-1.1924146,-1.8200061,1.484536,0.94026357,0.12704024,-1.1146951,-0.045391843,-2.5959172,-1.5225861,1.708796,0.4302864,-1.9271498,0.38580555,0.81281793,-1.6046175,0.39706656,1.3834409,1.0872346,1.8859369,1.0212741,-2.0655475,0.40361518,0.04259228,-1.7914042,0.33047885,-2.4186697,0.05360721,-2.2267866,-2.0633242,1.326316,2.655189,-1.3384444,1.3528917,0.0919387,0.630598,0.27391484,1.2154211,-1.7098725,-1.384555,0.9497696,-1.0997231,0.84057146,-0.61406815,-1.6274159,-1.1531482,-0.68557584,-0.21779102,-1.8761214,1.3131839,2.7645872,1.8617644,-3.0374413,0.7789745,1.8994256,-1.2863547,1.3305033,0.37988827,0.7023767,-0.7203744,1.5010631,1.7360464,2.3893185,-1.6852806,-0.33924165,-2.2868211,-2.0677967,0.89706635,-0.6052422,-2.404286,-1.5245618,2.4720378,0.049406983,-0.5944469,1.3995402,2.279119,0.59588003,1.3415567,-0.56047565,-1.8214173,2.4270842,1.745736,1.7819227,1.3294059,0.18222463,-2.165013,2.4758797,-1.6649483,0.6076179,-0.14875677,0.40937623,-1.0824472,0.592353,0.6772394,2.5148876,-0.6722226,-0.06911248,1.3781471,-1.7737969,-1.1036685,1.3188821,-0.17480427,1.8796012,-0.23837133,2.4096117,2.0336728,2.0601873,1.9923252,-2.2840512,-0.8447009,1.0147729,-0.61400074,-0.032749653,-1.6658614,-1.6142076,-0.10464229,-0.85062337,0.53077036,-0.261682,3.0725377,0.097118415,1.2276945,-1.3793422,-2.6305988
HER3+ negative cancer,-0.7318108,-0.4836626,-0.114571415,1.162456,-0.23218694,-0.5026826,-0.76302004,0.61856043,0.39500457,0.043166272,-0.46847185,-0.017272582,-1.0765313,-0.63621867,0.71518666,0.17118445,-0.80294544,0.16061056,0.35118914,-0.67803013,0.15587065,0.57185286,0.45523855,0.77855307,0.43073478,-0.8636818,0.17342104,0.013930431,-0.73575574,0.1378712,-1.0141411,0.03503415,-0.9203918,-0.8603227,0.5524514,1.1006947,-0.5625552,0.5669193,0.039310075,0.26523033,0.103437655,0.50424594,-0.6990269,-0.5727538,0.39475217,-0.4603485,0.34992766,-0.24874793,-0.6707727,-0.48215586,-0.29098454,-0.08743526,-0.7904633,0.5529045,1.1465079,0.77624714,-1.2465546,0.32826895,0.7968377,-0.53605896,0.558163,0.16216454,0.29214263,-0.30483335,0.62477314,0.7293811,0.9901616,-0.69477636,-0.14086848,-0.9536699,-0.8613236,0.3813055,-0.2507371,-1.0022786,-0.6373537,1.0308812,0.024225231,-0.25327826,0.58163494,0.9523293,0.24145986,0.5592224,-0.23084852,-0.76683426,1.0145984,0.72746193,0.73981625,0.5451014,0.06983116,-0.89283514,1.0232953,-0.691317,0.24018961,-0.05956576,0.15910342,-0.44724518,0.25108296,0.28213626,1.0358142,-0.28844687,-0.030231936,0.5756018,-0.75080824,-0.4651658,0.54348916,-0.067546435,0.7794062,-0.09472592,0.9923285,0.82607585,0.8525902,0.8286737,-0.95051664,-0.35209724,0.42831537,-0.2614504,-0.0119349575,-0.6992752,-0.6730959,-0.036770985,-0.35276335,0.21896537,-0.11246368,1.2746414,0.035606407,0.51712906,-0.5772153,-1.1015061
lung cancer,-0.63621294,-0.41394866,-0.102274336,0.99706817,-0.20445746,-0.43127236,-0.65223306,0.5321426,0.3397957,0.03856282,-0.40241116,-0.020127337,-0.9257397,-0.54611456,0.61236453,0.14669041,-0.6892683,0.14167818,0.28639466,-0.5765849,0.13445288,0.4952556,0.3915494,0.6732369,0.36869705,-0.73924685,0.14928044,0.018956428,-0.62999916,0.112595856,-0.86631554,0.026506014,-0.79431623,-0.7377869,0.47689575,0.94692665,-0.48178172,0.47628057,0.02806506,0.22930841,0.09061335,0.43612632,-0.60691,-0.49598503,0.34217167,-0.39587685,0.30330253,-0.21213537,-0.58162016,-0.41491362,-0.2495278,-0.07392049,-0.6728381,0.47245976,0.98557186,0.6661468,-1.079916,0.2725822,0.680582,-0.46180618,0.47843567,0.14051655,0.2540898,-0.2617927,0.5378853,0.62264943,0.85250795,-0.60251355,-0.12517361,-0.81728905,-0.7404071,0.32508314,-0.21945639,-0.85880816,-0.5467892,0.8829354,0.022992024,-0.21737461,0.49193034,0.8154763,0.20561317,0.48150113,-0.20333394,-0.6534764,0.867403,0.62510705,0.637221,0.47519013,0.058921665,-0.77280784,0.88252765,-0.59581786,0.2084692,-0.04762514,0.13842034,-0.38892758,0.21617717,0.24525249,0.89563334,-0.24533093,-0.029591972,0.49461806,-0.6371114,-0.39032236,0.47215527,-0.05652651,0.67210656,-0.08843647,0.8584151,0.72286344,0.73654276,0.7122677,-0.81584245,-0.30512697,0.36655742,-0.22447518,-0.01594809,-0.5992709,-0.5798756,-0.031195363,-0.3065994,0.18327467,-0.088801295,1.094962,0.029009787,0.44410712,-0.49574038,-0.9401558
primary central nervous system lymphomas cancer,-0.37918,-0.24933535,-0.06373876,0.59436375,-0.12407198,-0.26077357,-0.39063436,0.318834,0.20530014,0.018782722,-0.24286492,-0.014523513,-0.5516759,-0.3273967,0.3667598,0.08318651,-0.41200453,0.087035164,0.16830918,-0.34624797,0.075660765,0.29637042,0.23573014,0.40167725,0.22250858,-0.44215006,0.092305616,0.013739544,-0.36987427,0.063737884,-0.51855844,0.020371346,-0.47352588,-0.4408809,0.28666693,0.5643387,-0.2898814,0.2798267,0.013701065,0.13943657,0.04959971,0.26161486,-0.3599633,-0.2970123,0.20611471,-0.23822916,0.18299259,-0.12211241,-0.34745386,-0.24956772,-0.15184546,-0.041692756,-0.4032475,0.28411794,0.5871293,0.39834616,-0.64160335,0.15906098,0.40753603,-0.2771375,0.2875717,0.08690496,0.15371434,-0.15906848,0.32216668,0.37321955,0.50832635,-0.3600694,-0.077268586,-0.48812452,-0.44310522,0.19692923,-0.13309155,-0.51263136,-0.3277765,0.5269829,0.017088294,-0.13290305,0.28857335,0.48761982,0.11820038,0.2888769,-0.12339672,-0.39181307,0.5180189,0.37411103,0.38085535,0.28395182,0.031308305,-0.46106097,0.5257036,-0.3563797,0.11911956,-0.024944903,0.077776045,-0.2336484,0.13191661,0.14852475,0.5330393,-0.14967261,-0.02077172,0.29672474,-0.3824139,-0.23044561,0.28257203,-0.030032463,0.40168652,-0.054933466,0.51106524,0.429448,0.44012794,0.4255695,-0.48699096,-0.18429913,0.22134446,-0.13721518,-0.012244028,-0.36035067,-0.348222,-0.0147567,-0.18478766,0.10540175,-0.04999584,0.65203977,0.013751065,0.26858586,-0.29782552,-0.5614606
malignant pleural mesothelioma cancer,-0.6420781,-0.4163133,-0.10348729,1.003698,-0.20664711,-0.43385193,-0.65599084,0.5358489,0.34201416,0.039465517,-0.4049499,-0.021064818,-0.93236214,-0.5496698,0.616088,0.14799616,-0.69386476,0.14315295,0.28566718,-0.5792546,0.13586801,0.4993633,0.39416462,0.67872584,0.37077624,-0.7437413,0.15009691,0.020217434,-0.63445807,0.11254636,-0.87122047,0.025621958,-0.80052704,-0.7425772,0.48044905,0.95377576,-0.48461947,0.47788244,0.02742523,0.23094998,0.091947526,0.4395816,-0.61250055,-0.5000718,0.34495205,-0.39851716,0.30573997,-0.2136763,-0.58662575,-0.41774482,-0.2509165,-0.07440524,-0.67614436,0.4750534,0.99257445,0.6705366,-1.089324,0.27296537,0.68440235,-0.465107,0.48135802,0.1414599,0.25626218,-0.26334405,0.5417165,0.6260521,0.85878074,-0.607703,-0.1266146,-0.8225127,-0.74549586,0.3266045,-0.22156487,-0.86429495,-0.55029386,0.8885077,0.023284527,-0.21856639,0.49426404,0.8205133,0.20706096,0.48490003,-0.20552114,-0.65681857,0.8725477,0.62935835,0.6418831,0.479753,0.059446916,-0.7792524,0.88934934,-0.6002251,0.21075562,-0.04756794,0.14011106,-0.39237797,0.21751502,0.24731082,0.9030346,-0.24627805,-0.030226141,0.49792323,-0.6398136,-0.39144927,0.47634652,-0.05693989,0.6771749,-0.090212494,0.8655666,0.7305281,0.74235517,0.71720725,-0.8213195,-0.30755144,0.3686006,-0.22572513,-0.016916318,-0.6028958,-0.58400404,-0.03165862,-0.30923805,0.18394883,-0.08817392,1.1026192,0.02920702,0.4468432,-0.49896705,-0.94543624
glioblastoma  cancer,-0.7472866,-0.49385953,-0.11682303,1.1872277,-0.2369538,-0.5132176,-0.77922475,0.6316425,0.40327677,0.044264406,-0.47830436,-0.017443972,-1.0994462,-0.64968276,0.730361,0.17503738,-0.8199946,0.16385378,0.3590018,-0.69242996,0.15939537,0.58391595,0.46481305,0.7950491,0.43979508,-0.88203895,0.17695077,0.014010092,-0.7517211,0.14105222,-1.0357016,0.035614,-0.9399338,-0.87860656,0.5640667,1.1241162,-0.5744262,0.5793396,0.040373813,0.27072552,0.10582515,0.5148613,-0.71390384,-0.58482665,0.40301085,-0.47003686,0.3572349,-0.2542736,-0.6849412,-0.49230486,-0.29703853,-0.08942682,-0.80727965,0.5645947,1.1709272,0.7927245,-1.2730669,0.33555746,0.8137727,-0.54736537,0.569949,0.16544992,0.2982105,-0.31118116,0.6379854,0.74486905,1.0112094,-0.709444,-0.14368129,-0.97395843,-0.8795723,0.38930976,-0.25590873,-1.0236173,-0.6508469,1.0528367,0.024548296,-0.25851548,0.5943527,0.9725711,0.24683546,0.5710251,-0.23558673,-0.7831289,1.0362157,0.7428777,0.7554958,0.55657506,0.07151521,-0.9117422,1.0450504,-0.70594937,0.24551848,-0.061049603,0.16269185,-0.45661324,0.2562764,0.2879907,1.0578249,-0.29446018,-0.030673955,0.58776563,-0.7667818,-0.4753094,0.55493104,-0.069181114,0.7959147,-0.09653522,1.0134009,0.8435428,0.87063265,0.8462648,-0.97073287,-0.35944086,0.43731958,-0.26685682,-0.011976266,-0.71403587,-0.68728167,-0.037742674,-0.36012655,0.22388057,-0.11511111,1.3018125,0.03655629,0.5279575,-0.5893962,-1.1249973
breast cancer,-0.6239286,-0.4058705,-0.10048317,0.9774338,-0.20066938,-0.42292514,-0.6393955,0.5217718,0.33323866,0.0376859,-0.39461887,-0.019982189,-0.90757245,-0.53544384,0.6003414,0.14363371,-0.6757549,0.13910122,0.28023237,-0.5651844,0.13165426,0.48568496,0.38395962,0.66015095,0.36151966,-0.7247011,0.14648414,0.018880308,-0.617343,0.11008433,-0.84923565,0.026057519,-0.77881646,-0.72329617,0.46768486,0.92835635,-0.4723768,0.46645463,0.02723195,0.22495112,0.0887135,0.4277059,-0.59510064,-0.48640665,0.33562008,-0.3881973,0.2975058,-0.2077551,-0.57037747,-0.40686855,-0.24473192,-0.07234227,-0.65952235,0.4631998,0.9662122,0.65308696,-1.0588772,0.26682207,0.66716707,-0.45284185,0.46909657,0.13791183,0.2492747,-0.25676304,0.5274098,0.61038136,0.83581895,-0.5908746,-0.122936815,-0.8012106,-0.7259411,0.31874573,-0.21534947,-0.8418978,-0.53609556,0.8655368,0.022733822,-0.21322595,0.48186183,0.7994368,0.20135264,0.47214386,-0.19956857,-0.6405724,0.8502763,0.6128872,0.6247883,0.46608046,0.05758617,-0.75780725,0.86527413,-0.5842145,0.20423628,-0.046453983,0.13556866,-0.38149214,0.21206154,0.24060693,0.87817156,-0.24057184,-0.029236075,0.4849765,-0.6244672,-0.38229892,0.46307415,-0.05523127,0.65901506,-0.086988494,0.8416965,0.70898706,0.7222318,0.6983226,-0.79981863,-0.29930165,0.35942474,-0.22019224,-0.01590494,-0.58757526,-0.5686289,-0.030423073,-0.3007562,0.1793857,-0.08671734,1.0734224,0.028257744,0.43552625,-0.4860862,-0.9215477
Splenic lymphoma cancer,-1.0150677,-0.66011137,-0.15822773,1.5971262,-0.32204065,-0.6859052,-1.0434272,0.8494947,0.54019195,0.06657308,-0.64036965,-0.026333641,-1.4819431,-0.8721359,0.9791464,0.24065667,-1.1023318,0.22164117,0.46912703,-0.92265135,0.22092311,0.78949547,0.6236049,1.0752983,0.58735985,-1.182949,0.23448533,0.023749676,-1.0171577,0.187564,-1.3865794,0.03814531,-1.2699586,-1.1804472,0.75928223,1.515614,-0.7685429,0.7731512,0.05169117,0.36281338,0.15005535,0.6946847,-0.9710109,-0.790412,0.54353553,-0.63066995,0.48141515,-0.34612677,-0.9276271,-0.66101533,-0.3956384,-0.122058116,-1.0774193,0.75438935,1.5781572,1.0652378,-1.7274733,0.4455061,1.0891526,-0.73631537,0.7633946,0.2202479,0.40233862,-0.4152134,0.8586123,0.9961028,1.363826,-0.96073544,-0.19490138,-1.3082662,-1.1829166,0.5175349,-0.34640437,-1.3751761,-0.87339085,1.4140624,0.03129393,-0.3437472,0.79751986,1.3049233,0.3358429,0.7679487,-0.3202364,-1.0458252,1.389552,0.99880666,1.0181053,0.7565616,0.09988839,-1.2340053,1.4118198,-0.95141935,0.3395381,-0.08251216,0.22702909,-0.6180368,0.34185648,0.38820234,1.4322933,-0.3894613,-0.04149469,0.789373,-1.02041,-0.63236827,0.7519347,-0.0960625,1.0734888,-0.1352525,1.3723571,1.152884,1.1758578,1.1389122,-1.305697,-0.4840662,0.5838168,-0.3549722,-0.019166349,-0.95606166,-0.92425907,-0.05520141,-0.48650146,0.30085337,-0.14983632,1.7540232,0.051883847,0.70603585,-0.79072785,-1.5068606
breast cancer,-1.7650073,-1.1338549,-0.27223164,2.7600532,-0.55825114,-1.1772025,-1.7962877,1.4664003,0.9286085,0.1264063,-1.100693,-0.046490684,-2.564346,-1.5035298,1.6868926,0.425266,-1.9031636,0.3821445,0.79756737,-1.5825347,0.39280626,1.3677535,1.0738153,1.8642949,1.0079803,-2.039036,0.39844674,0.04434179,-1.7691743,0.32464004,-2.3869698,0.051228356,-2.2007072,-2.0373886,1.3106074,2.6230388,-1.3211982,1.3327931,0.08905021,0.62310755,0.27159318,1.201376,-1.6913122,-1.3688184,0.93898225,-1.0861329,0.8309925,-0.6063715,-1.6092631,-1.1390115,-0.6766922,-0.21491107,-1.8506162,1.2958987,2.730862,1.8385023,-3.003539,0.7663423,1.8744787,-1.2708269,1.3135374,0.37535182,0.69464624,-0.71120304,1.4828771,1.7130938,2.3606045,-1.6664999,-0.33631003,-2.2579045,-2.0423741,0.88484675,-0.59903973,-2.373862,-1.5053775,2.4406247,0.049260907,-0.5867468,1.3800012,2.2500043,0.58831584,1.325278,-0.5551755,-1.7969115,2.3956432,1.7241899,1.7605153,1.3154712,0.17996258,-2.1404345,2.4467068,-1.645053,0.6013977,-0.14598182,0.4054145,-1.0706571,0.58495164,0.6697241,2.486125,-0.6627491,-0.069264345,1.361072,-1.7489111,-1.0869808,1.3044446,-0.17246413,1.8573024,-0.23776202,2.3821716,2.0135396,2.0362267,1.9678701,-2.2556472,-0.8350361,1.0015266,-0.606082,-0.034128495,-1.6445612,-1.5947057,-0.10357747,-0.84124595,0.52287626,-0.2559416,3.0348084,0.09569247,1.2121844,-1.362118,-2.5959656
pilocytic astrocytoma cancer,-2.1552298,-1.3877817,-0.329773,3.3788118,-0.67926395,-1.4398323,-2.199821,1.793589,1.13525,0.15513435,-1.3460907,-0.05266397,-3.1377587,-1.8397236,2.0651908,0.5220903,-2.32909,0.4644445,0.9867125,-1.9396865,0.48185238,1.6709394,1.3130882,2.2786124,1.2335458,-2.496673,0.48634055,0.04896787,-2.1683505,0.4021731,-2.9236681,0.063495375,-2.690923,-2.4938705,1.6016809,3.209302,-1.6169826,1.6393541,0.113647945,0.76073,0.33271006,1.4678353,-2.0663505,-1.6722035,1.1464763,-1.3282307,1.0145323,-0.7445227,-1.9657438,-1.3927536,-0.8274152,-0.26456028,-2.2681108,1.5867498,3.341795,2.2500365,-3.6706865,0.9450542,2.2959638,-1.5538207,1.6074352,0.45755273,0.847374,-0.86944366,1.8135235,2.098374,2.887694,-2.0355625,-0.4080365,-2.7642348,-2.4986212,1.0834545,-0.72975886,-2.90638,-1.8421838,2.98838,0.057768375,-0.7171106,1.695388,2.7548027,0.7226013,1.6205913,-0.67548716,-2.201746,2.9342277,2.109503,2.1531506,1.6052305,0.22218713,-2.6156518,2.9922383,-2.0116122,0.736332,-0.18207224,0.4965988,-1.3066669,0.7145605,0.817004,3.0391243,-0.81153995,-0.08140754,1.6650006,-2.1445558,-1.3369746,1.5926555,-0.21323796,2.2710276,-0.28570786,2.9117463,2.4562013,2.488981,2.4077508,-2.7607503,-1.0194362,1.22565,-0.7406957,-0.037202217,-2.0125537,-1.9497364,-0.12827983,-1.0265836,0.64428204,-0.31922036,3.7143111,0.119293675,1.4823177,-1.6663072,-3.1805873
cervical cancer,-1.966647,-1.2708462,-0.3005789,3.0904098,-0.6193079,-1.3183521,-2.0139897,1.6402912,1.0389147,0.13937673,-1.2320718,-0.046318334,-2.8685868,-1.6832149,1.8901842,0.47589466,-2.130435,0.4237242,0.9095166,-1.7778283,0.43851283,1.5262058,1.2013581,2.081321,1.129756,-2.284998,0.44587,0.04199122,-1.9815729,0.36954093,-2.6768832,0.061818752,-2.4586208,-2.2815092,1.4642825,2.933787,-1.4804376,1.5031643,0.10577985,0.69591796,0.3015199,1.3412514,-1.8852903,-1.5274682,1.0475461,-1.2152073,0.9271127,-0.67988825,-1.7948684,-1.2740394,-0.75806373,-0.24160667,-2.0781643,1.453265,3.0552232,2.0583003,-3.3507342,0.8678563,2.1022809,-1.4208487,1.4713527,0.41899005,0.7740552,-0.7962609,1.6582633,1.9216846,2.639531,-1.8586267,-0.37192708,-2.5290399,-2.285172,0.99330115,-0.6660131,-2.659049,-1.6856142,2.7342572,0.053001404,-0.6571662,1.5525494,2.5210035,0.65997446,1.4820116,-0.61583465,-2.0170197,2.6856883,1.9294223,1.9683317,1.4643704,0.20221558,-2.3887703,2.734082,-1.8388528,0.67009157,-0.16701871,0.4512572,-1.192992,0.654354,0.7464445,2.7754967,-0.7447657,-0.07374069,1.523146,-1.9662663,-1.2266302,1.4539311,-0.19432695,2.075663,-0.25833452,2.659033,2.2382429,2.2741287,2.2018244,-2.5250664,-0.9317039,1.1226143,-0.67872024,-0.032046918,-1.8423012,-1.7829677,-0.11597674,-0.93760103,0.5901901,-0.29492298,3.396097,0.10851715,1.3570378,-1.5246547,-2.912015
ovarian carcinoma cancer,-0.43939814,-0.2895401,-0.07237394,0.6917233,-0.14248633,-0.3022621,-0.45452663,0.37017542,0.23781112,0.02288529,-0.28154132,-0.014882971,-0.64156437,-0.38032883,0.42651567,0.09823333,-0.47900003,0.0995685,0.20000441,-0.4032573,0.08934804,0.3434725,0.27334303,0.46613175,0.25823793,-0.5144448,0.1062233,0.013616884,-0.43255588,0.076555796,-0.6036,0.023014463,-0.54998714,-0.512778,0.3321615,0.65618676,-0.336655,0.32924455,0.018205818,0.16097371,0.058739357,0.30312017,-0.4178703,-0.3441618,0.23837207,-0.27629024,0.21154152,-0.14380747,-0.40271214,-0.28941432,-0.17572023,-0.049538117,-0.46975836,0.3302497,0.68293715,0.46311328,-0.7449903,0.18825635,0.47434396,-0.32147712,0.33397484,0.099795066,0.17736961,-0.18406822,0.37399068,0.4343515,0.5908233,-0.41727313,-0.088082045,-0.5679359,-0.514754,0.22860545,-0.15316293,-0.5965758,-0.3808454,0.6133793,0.018285692,-0.15355936,0.3389324,0.56730956,0.13932352,0.33517873,-0.14169663,-0.456212,0.6032034,0.43465263,0.44231564,0.32852092,0.03790099,-0.53488505,0.6108557,-0.41372007,0.1397608,-0.0309351,0.09162256,-0.27013648,0.15234593,0.17136158,0.6190159,-0.1735389,-0.022328345,0.34451252,-0.4457467,-0.2708711,0.32714662,-0.0364647,0.4663388,-0.061591092,0.593355,0.4970477,0.5106925,0.49462476,-0.56642187,-0.21299896,0.25686124,-0.15853141,-0.012071145,-0.4184766,-0.40385744,-0.01850404,-0.21349174,0.12494465,-0.06086898,0.7586936,0.01750381,0.31120157,-0.34571162,-0.65413994
skin cutaneous melanoma cancer,-0.44505155,-0.29394105,-0.07303448,0.70201564,-0.14405505,-0.30674714,-0.4615203,0.37551808,0.24124621,0.023067227,-0.2856682,-0.01455224,-0.6508641,-0.38594437,0.43297234,0.09971038,-0.4860682,0.100642465,0.20452029,-0.40977362,0.09059979,0.3480883,0.27729726,0.4725012,0.2621579,-0.5222601,0.10774757,0.013091391,-0.4391053,0.0782833,-0.6129477,0.023723632,-0.55766433,-0.5204214,0.33678707,0.66565603,-0.34173977,0.33518064,0.019064236,0.16317986,0.05941812,0.30725372,-0.4233267,-0.34879208,0.24154627,-0.2802942,0.21436034,-0.14607522,-0.40805182,-0.293579,-0.1783398,-0.050387304,-0.4772833,0.33534762,0.692872,0.4699684,-0.75496286,0.19199094,0.48170072,-0.32605073,0.338976,0.101131104,0.17964342,-0.18677203,0.37934676,0.44112104,0.5992797,-0.42279792,-0.08894068,-0.5764583,-0.5222435,0.23221084,-0.15498523,-0.60554236,-0.38649958,0.6226383,0.018326946,-0.15582946,0.3446984,0.5758912,0.14155258,0.3399741,-0.14325115,-0.46344137,0.6124733,0.44100076,0.44862044,0.33261523,0.038567137,-0.5421169,0.61944413,-0.4195783,0.14158721,-0.031756125,0.092784226,-0.27360362,0.15452716,0.17357254,0.62748,-0.17633562,-0.022279615,0.34954363,-0.4530919,-0.27580112,0.3313921,-0.037154455,0.4729045,-0.06176085,0.6014291,0.50295734,0.51774555,0.501829,-0.57479113,-0.21584313,0.26076737,-0.1608661,-0.011657042,-0.4247557,-0.40960163,-0.018816127,-0.2162498,0.12727568,-0.0625709,0.7698089,0.017924175,0.31577358,-0.35078752,-0.6643537
Her2 positive cancer,-0.3390907,-0.22244614,-0.058019537,0.5293208,-0.11184447,-0.23303686,-0.34790277,0.28455114,0.18358116,0.016091585,-0.2170191,-0.014356038,-0.49166405,-0.29203057,0.3268112,0.07315653,-0.3672498,0.07871154,0.1469049,-0.30806533,0.06655528,0.26497462,0.21060641,0.35870472,0.19861089,-0.39381808,0.0829973,0.013922447,-0.32801387,0.055101186,-0.46167424,0.018520873,-0.42252484,-0.39284056,0.2563098,0.5030253,-0.258606,0.24667184,0.010616231,0.12506218,0.043550458,0.23393661,-0.32140827,-0.26558295,0.18461104,-0.21280569,0.16395912,-0.10762375,-0.3106363,-0.2229567,-0.13587677,-0.036447465,-0.35871646,0.25325492,0.52316105,0.35507545,-0.5727225,0.13942876,0.36284572,-0.24753805,0.2565524,0.078298785,0.13795581,-0.14235497,0.28756887,0.3323186,0.45326483,-0.3219563,-0.07010042,-0.43478847,-0.39525566,0.17571671,-0.11974163,-0.45653287,-0.29231438,0.46923923,0.01630531,-0.119086176,0.254843,0.43435055,0.10408941,0.25796366,-0.11124598,-0.34870714,0.46105796,0.3336754,0.33983332,0.25429848,0.026910067,-0.41185418,0.4688975,-0.3181125,0.10539999,-0.020905875,0.06858519,-0.20934881,0.11826415,0.1333083,0.47572416,-0.13367438,-0.019773826,0.2648033,-0.33997515,-0.20330925,0.25288528,-0.02573334,0.3585475,-0.050590858,0.45621338,0.3845307,0.39306617,0.37945494,-0.433931,-0.16516311,0.19758703,-0.12295838,-0.012437664,-0.32149225,-0.3110808,-0.012269732,-0.16566585,0.09229332,-0.04262294,0.5808196,0.011239288,0.24010259,-0.2658318,-0.49946252
